Gene	Entries
FRMPD4(D)	set(['OBSCN', 'USH2A', 'LRP1B(D)', 'PIK3CA', 'MDM2(A)', 'MDM4(A)', 'FAF1(D)', 'SPTA1', 'CDK4(A)', 'NF1', 'FLG', 'HYDIN'])
EPB41L3	set(['QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'CDK4(A)'])
MSH6	set(['QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'CDKN2A(D)'])
SCN9A	set(['CDKN2A(D)', 'FAF1(D)'])
MEGF8	set(['PTEN(D)', 'FAF1(D)'])
FAM83H	set(['RB1(D)'])
NLRP11	set(['PTEN'])
CDK4(A)	set(['ZDBF2', 'COL11A2', 'ABP1', 'SBF1', 'PRPF8', 'FBLN2', 'ADAMTS3', 'ESPL1', 'LINC00478(A)', 'MIR4710,INF2,ADSSL1,SIVA1,AKT1,ZBTB42(A)', 'MYT1', 'MICALCL', 'SP1', 'ZNF208', 'SETD2', 'UBR4', 'PTPN11', 'GPR112', 'RPL5,FAM69A,SNORA66(D)', 'RRP1B', 'DOCK5', 'CHL1', 'PLXNB2', 'PLXNB3', 'LRRK1', 'CABIN1', 'FRMPD4(D)', 'AHNAK', 'AFF2', 'GUCY1A3', 'NF1', 'PLCB2', 'PLCB3', 'STAG2', 'MC3R', 'ITGAX', 'SH3TC1', 'COL22A1', 'HOOK1', 'ATP6V0A4', 'FLNA', 'FLNC', 'CREBBP', 'MYOM3', 'SCN7A', 'TEX15', 'AMPD1', 'NEB', 'ZFHX3', 'ZNF831', 'ALS2CR11', 'CIITA', 'VAV2(D)', 'LYST', 'PTPRD', 'DNAH2', 'EPB41L3', 'RIMBP2', 'CELSR1', 'MAST2', 'NF1,RAB11FIP4(D)', 'BCOR', 'SYNE2', 'SLC27A2', 'CYP4F22', 'TPTE2', 'C7', 'ABCA4', 'HTR3A', 'SLITRK2', 'ZNF318', 'BIRC6', 'EGFR', 'PLCG2', 'NLRP12', 'DSCAM', 'FRRS1', 'UBASH3A', 'PLEKHG4B', 'KIF4B', 'RB1', 'LRP1B', 'CDKN2A(D)', 'HOMER1', 'ECEL1', 'ULK2', 'CCDC45', 'NLGN4X', 'FBN2', 'FAF1(D)', 'TNN', 'COL14A1', 'NOTCH2', 'SPHKAP', 'C9orf150'])
ODZ1	set(['RB1(D)'])
TMEM132D	set(['TP53(D)', 'PTEN(D)', 'MDM4(A)'])
SMARCA1	set(['PTEN(D)', 'PDGFRA(A)'])
SMARCA4	set(['CDKN2A(D)', 'EGFR(A)'])
RERE	set(['CDKN2A(D)', 'EGFR(A)'])
ARAP3	set(['PTEN'])
RIMBP2	set(['EGFR(A)', 'CDK4(A)'])
CAND1	set(['EGFR(A)'])
ACRC	set(['CDKN2A(D)'])
RB1	set(['ARID2(D)', 'FAF1(D)', 'CDKN2A(D)', 'PDPN,PRDM2(A)', 'CDK4(A)', 'QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'EGFR(A)'])
LRP1B	set(['PTEN', 'MDM4(A)', 'CDK4(A)'])
DUOX2	set(['PDGFRA(A)'])
NFKBIL2	set(['CDKN2A(D)', 'EGFR(A)'])
ABCB4	set(['PTEN(D)', 'MDM4(A)'])
CRYBA2	set(['PDGFRA(A)'])
DGKD	set(['CDKN2A(D)'])
ABCC9	set(['FAF1(D)'])
ULK2	set(['CDK4(A)'])
SLC13A3	set(['PTEN'])
SLBP,TMEM129,TACC3,FGFR3,LETM1,WHSC1,SCARNA22(A)	set(['TP53(D)'])
ATP10B	set(['CDKN2A(D)', 'EGFR(A)'])
HOOK1	set(['CDKN2A(D)', 'CDK4(A)', 'PDGFRA(A)'])
CROCC	set(['CDKN2A(D)', 'FAF1(D)', 'PDGFRA(A)'])
DNMT3L	set(['CDKN2A(D)'])
GPC4	set(['QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)'])
COL24A1	set(['EGFR(A)'])
TNN	set(['CDK4(A)'])
PTPRT	set(['RB1(D)'])
MYH7B	set(['EGFR(A)', 'PTEN(D)', 'MDM4(A)'])
LRRK2	set(['PDGFRA(A)', 'PTEN(D)', 'CDKN2A(D)', 'RB1(D)', 'QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'EGFR(A)'])
BBS1	set(['EGFR(A)'])
PREX1	set(['PTEN'])
COL14A1	set(['CDK4(A)'])
NOTCH2	set(['PTEN', 'CDKN2A(D)', 'CDK4(A)', 'QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)'])
NOTCH3	set(['CDKN2A(D)', 'EGFR(A)'])
PTPRD	set(['PTEN', 'CDK4(A)'])
BRAF	set(['EGFR(A)', 'PTEN(D)'])
SRCRB4D	set(['CDKN2A(D)', 'EGFR(A)'])
AHNAK2	set(['SOX2-OT(A),PIK3CA(A)'])
KIAA1409	set(['CDKN2A(D)'])
PTCH1	set(['EGFR(A)', 'PTEN(D)'])
HEATR7B2	set(['LRP1B(D)', 'PTEN', 'MDM2(A)', 'PTEN(D)'])
