Gene	Entries
CROCC	set(['DOCK8', 'DNAH10', 'DNAH11', 'SCN5A', 'HSPG2', 'ANO2', 'IGHMBP2', 'SHROOM2', 'EP400', 'SMARCA1', 'C12orf35', 'SMARCA4', 'CACNA1H', 'PCDHB3', 'SLIT3', 'C7', 'C2orf55', 'TRIO', 'DOCK1', 'CELSR3', 'MXRA5', 'PCNT', 'ATP2B3', 'PCDHGA1', 'ZAN', 'FHOD3', 'PTPRS', 'ADCY1', 'COL22A1', 'SIGLEC8', 'PLEC', 'MYT1'])
COL24A1	set(['OBSCN', 'KIAA1409', 'PTPRT', 'ARHGEF19', 'MAP3K15', 'FBN2', 'DOCK4', 'PRKDC', 'RHBDF2', 'PCLO', 'RELN', 'DOCK10', 'CNTNAP5', 'DNMBP', 'RIMS2', 'ZNF292'])
CEACAM16	set(['PLXNB2', 'DACT1', 'RASGRF1', 'TMPRSS15'])
TJAP1	set(['ACACB', 'PLCB3', 'RB1', 'PAPPA'])
NRK	set(['SLITRK2', 'BPTF', 'NCAN', 'COL7A1', 'WNK2', 'UMOD', 'PTPRD', 'PTCHD2', 'ITPR3', 'SIPA1L2', 'NBAS', 'DOCK11', 'DSCAML1', 'COL6A6'])
MYH7B	set(['FAT2', 'KIDINS220'])
TMEM146	set(['LRRIQ1', 'RFX6', 'MX2', 'PDZD2'])
NOTCH2	set(['DGKZ', 'SSPO', 'TRIO', 'ARAP3', 'PCDHA8', 'DOCK1', 'CELSR3', 'DOCK5', 'CNTNAP2', 'GMIP', 'SPHKAP', 'GABRA1'])
NOTCH3	set(['PCDHA2', 'NPR1', 'INPP5D', 'CAND1', 'MYH3', 'ASPM', 'HSPG2', 'MAP3K15', 'KPRP', 'UGGT1', 'KCNV1', 'PTPRH'])
AGAP3	set(['ZAN', 'NLRP7', 'COL7A1', 'COL11A2', 'HOOK2', 'USP43', 'DSG3', 'ITPR3', 'RB1CC1', 'ITIH5', 'CFTR', 'XIRP2'])
GPR133	set(['EML2', 'AOX1', 'SYNE2', 'LRP2', 'C15orf2'])
PTCH1	set(['EPHB2', 'NCAN', 'ODZ1', 'CABIN1', 'SHROOM2', 'PCDHB3', 'NWD1', 'DCC', 'PIK3CG', 'ANK1', 'EP400', 'PCNT', 'NF1', 'MAGEB6', 'CACNA1S'])
HEATR7B2	set(['NLRP5', 'MAGEB1', 'IL4R'])
BPTF	set(['NRK', 'PLCB3', 'SLITRK2', 'GRHL3', 'SOX2-OT(A),PIK3CA(A)', 'UMOD', 'CACNA1E', 'DOCK5', 'HERC1', 'NIPBL', 'COL12A1', 'KANK1', 'NBAS', 'XIRP2'])
ZDBF2	set(['PLXNB3', 'MYH14', 'TPTE2', 'GUCY1A3', 'BSN', 'MET,CAPZA2,ST7-AS1,ST7,ST7-OT4(A)'])
FRYL	set(['TMEM2', 'EP400', 'TRRAP'])
C7orf52	set(['RERE', 'SAMD9L', 'ZNF335', 'INPP5D', 'GMIP', 'L1CAM', 'MSH6', 'PCLO', 'TLR6', 'MAP3K15', 'DKC1', 'COL6A1', 'CNTNAP5', 'PCDHA12'])
TXNDC3	set(['PTPN3', 'SAMD9L', 'MYH13', 'HECW1'])
KIF2B	set(['PLXNA2', 'DNAH11'])
CACNA1H	set(['MDN1', 'DOCK8', 'DNAH10', 'DNAH11', 'SCN5A', 'DOCK1', 'EP400', 'C12orf35', 'SMARCA1', 'CHD5', 'PCDHB3', 'RB1', 'PLXND1', 'C7', 'C2orf55', 'TRIO', 'HSPG2', 'CELSR3', 'CROCC', 'ABCA13', 'PLEC', 'PCNT', 'ITPR3', 'ATP2B3', 'ZAN', 'CALN1', 'FHOD3', 'PTPRS', 'ADCY1', 'COL22A1', 'IGHMBP2', 'MYT1', 'CFTR'])
USH2A	set(['QKI', 'NALCN', 'MYH9', 'PDGFRA', 'SHROOM2', 'SCAF1', 'GRM6', 'SMARCA4', 'STXBP5L'])
PPP1R3A	set(['PLXNA2', 'ZNF536', 'SRMS', 'OBSL1', 'CACNA1S'])
C12orf51	set(['SLC4A11', 'DCHS1', 'PTPRT', 'MLL3', 'CNTN6', 'PRX'])
EML2	set(['GPR133'])
CACNA1A	set(['KCNQ5', 'SUPT6H', 'ZFHX4', 'CEP250', 'UMOD', 'CELSR2', 'MAP3K1', 'LAMC3', 'SPTBN5', 'DNAH8', 'COL12A1'])
SLCO6A1	set(['EPHB2', 'TLL1', 'PTPRS', 'DNAH11', 'ADAMTS3', 'SRMS', 'PIK3CA', 'SRRM2', 'ULK2', 'UGGT1', 'MED12', 'HECW1', 'HOOK2', 'COL4A2', 'C12orf35', 'PLXND1', 'TERT', 'C2orf55'])
MAP3K1	set(['CACNA1A', 'SOX2-OT(A),PIK3CA(A)', 'HERC1', 'PTPRD', 'CASKIN2', 'TG', 'GRM8', 'NBAS', 'LYST'])
CACNA1D	set(['AKAP6,NPAS3(D),NPAS3(D)', 'DST', 'GPR179', 'KCNA4', 'FLT3', 'KDR'])
DCC	set(['KIF1B', 'HSPG2', 'SHROOM2', 'CNTNAP2', 'EP400', 'PCNT', 'TRIML1', 'ODZ3', 'PCDHA12', 'PTCH1', 'CFTR'])
CACNA1F	set(['MC3R', 'DNMBP'])
DLGAP2	set(['DOCK8', 'TP53', 'LAMA5', 'FTMT', 'MLL2', 'SPEG'])
MSLNL	set(['ARID3B'])
PSD4	set(['TLL1', 'INPP5D', 'STAG2', 'KRT23', 'NLRP11', 'COL4A2', 'RBMS3', 'HYDIN'])
GRM8	set(['NLRP7', 'TP53', 'CCDC108', 'MAP3K1', 'SRGAP1', 'KIAA1462', 'HOMER1', 'TG'])
CACNA1S	set(['ZNF318', 'ZFHX3', 'ZNF831', 'SHROOM2', 'ST14', 'ODZ1', 'C12orf35', 'SPTBN4', 'SMARCA4', 'TLL1', 'NLRP7', 'NCAN', 'PPP1R3A', 'ANK1', 'SLCO5A1', 'SKIV2L', 'TG', 'TERT', 'ULK2', 'PLCB3', 'FBN2', 'CELSR2', 'KIDINS220', 'UBR4', 'PTCH1', 'ABCG4', 'ADCY1', 'COL14A1', 'SPAG17', 'FAT2', 'FLNC', 'CFTR'])
ERBB2	set(['ABCG4', 'DKC1', 'UPF1', 'GMIP', 'COL6A1', 'HEPH'])
CASZ1	set(['DOCK8', 'DNAH11', 'RRP1B', 'ATR', 'EVPL', 'C12orf35', 'SHPRH', 'DOCK11', 'ZNF536', 'AHNAK', 'SLIT3', 'NIPBL', 'ESPL1', 'RELN', 'BCL9', 'C7', 'N4BP3', 'C2orf55', 'ARHGEF19', 'ATP10B', 'KIDINS220', 'TRRAP', 'PTCHD2', 'SYNE1', 'ATP2B3', 'PCDHA2', 'ADCY1', 'KIF1B', 'PCDHA8', 'ABCC8', 'PRKD3'])
WNK2	set(['NRK', 'PTPRT', 'PCSK6', 'RB1', 'ECT2L', 'PTPRD', 'NBAS'])
WNK3	set(['RERE', 'HSPG2', 'PTPRS', 'LRRK2', 'PCDHA8', 'COL22A1', 'RHBDF2', 'MED12', 'PIK3R1', 'PRKD3'])
IDH1	set(['FRMPD4(D)', 'CEP250', 'TP53', 'PRPF6'])
BZRAP1	set(['ULK2', 'CHD5', 'CELSR1', 'ADAMTS3', 'ANK1', 'PIK3CA', 'CELSR3', 'DSP', 'BRPF3', 'PRPF8', 'MAST2', 'SRMS', 'IGHMBP2', 'PCDH17', 'CNTN4', 'WHSC1L1', 'C7'])
PDGFRA(A)	set(['PDGFRA'])
ZNF208	set(['COL11A2', 'F8', 'FAM47A', 'CACNA1E', 'STAG2', 'NLRP11', 'POM121L12', 'HOMER1'])
FHDC1	set(['KIF1B', 'NLGN4X', 'FTMT', 'PRPF8', 'NFKBIL2', 'NBAS', 'ZFC3H1', 'PRKD3'])
SETD2	set(['DSG3', 'PCDHA1', 'TLR6', 'AFF2'])
TP53(D)	set(['PTEN', 'MAGEB6', 'TP53'])
RASGRF1	set(['TMEM132D', 'CEACAM16', 'HERC2', 'PTPRT'])
ZAN	set(['DOCK8', 'DNAH10', 'DNAH11', 'DOCK1', 'PLCB3', 'EP400', 'SMARCA1', 'C12orf35', 'RB1CC1', 'SMARCA4', 'DGKZ', 'ARAP3', 'PKD1L1', 'PCDHB3', 'BCLAF1', 'SLIT3', 'MYT1', 'C7', 'DNHD1', 'KIF21B', 'CACNA1H', 'TRIO', 'HSPG2', 'CELSR3', 'PPEF2', 'CROCC', 'AGAP3', 'IGHMBP2', 'PCNT', 'ITPR3', 'ATP2B3', 'ADCY1', 'CALN1', 'FHOD3', 'PTPRS', 'COL7A1', 'PKD1', 'COL22A1', 'ZNF292', 'ABCC8', 'C2orf55', 'PLEC', 'MYO15A', 'SCN5A', 'LZTR1', 'COL6A6'])
INPP5D	set(['EPX', 'ARHGEF19', 'C7orf52', 'NOTCH3', 'RHBDF2', 'HERC2', 'NLRP12', 'PSD4', 'DNMBP', 'BCAR3', 'ZNF292'])
ADCY1	set(['OBSCN', 'KIAA1409', 'DOCK8', 'SRRM2', 'DNAH10', 'DNAH11', 'MSH6', 'ZNF318', 'DOCK1', 'ZFHX3', 'SBF1', 'SHROOM2', 'MEGF8', 'EP400', 'AKAP13', 'ODZ1', 'C12orf35', 'SMARCA1', 'SPTBN4', 'SMARCA4', 'SYNE2', 'ESPL1', 'RERE', 'NLRP7', 'CHD5', 'CACNA1S', 'PCDHB3', 'AHNAK', 'SKIV2L', 'SLIT3', 'FLNC', 'PCDHA12', 'MYT1', 'TERT', 'C7', 'C2orf55', 'ULK2', 'CACNA1H', 'TRIO', 'HSPG2', 'CASZ1', 'WBSCR17', 'ARHGEF19', 'ATP10B', 'CELSR3', 'CROCC', 'TRRAP', 'DOCK4', 'HERC2', 'IGHMBP2', 'PCNT', 'ST14', 'ADAMTS20', 'EVPL', 'ATP2B3', 'BCAR3', 'ZAN', 'SPTA1', 'FHOD3', 'PTPRS', 'F5', 'KIF1B', 'PCDHA8', 'COL22A1', 'MYLK', 'ZNF292', 'SPEN', 'WDFY3', 'PCDHA2', 'COL6A1', 'PLEC', 'SCN5A', 'PTCHD2'])
PTPN11	set(['LAMA1', 'TGM2', 'NOS3', 'AKAP13', 'ZMYM3', 'DDX11', 'EPHA7', 'PALM2-AKAP2', 'MSH6', 'FBN1', 'HFM1', 'SHROOM2', 'PDZD2', 'SYNE2', 'SCAF1'])
MDM2(A)	set(['CDK4(A)'])
MYLK	set(['HYDIN', 'RERE', 'TRIO', 'FHOD3', 'ADCY1', 'RIMBP2', 'TEX15', 'KIAA1409', 'SRRM2', 'ELTD1', 'DOCK4', 'C12orf35', 'IGHMBP2', 'KIF1B', 'EVPL', 'ADAMTS20', 'MYT1', 'MYO15A', 'SCN5A', 'DNMBP', 'ZNF292'])
SPEN	set(['RERE', 'MYH11', 'NLRP7', 'ASTL', 'ADCY1', 'UPF1', 'ARHGEF19', 'EVPL', 'TIAM2', 'MSH6', 'SPTA1', 'ST14', 'GRIN2A', 'CNTNAP5', 'AKAP13', 'AHNAK2', 'C12orf35', 'ZNF599', 'BCAR3'])
POM121L12	set(['TP53', 'FAM47A', 'ZNF208', 'FAT2', 'TLR6', 'COL4A2', 'ODZ1', 'HOMER1', 'DMD', 'XIRP2'])
SPEG	set(['DLGAP2', 'CALN1', 'FHOD3', 'COL11A2', 'SBF1', 'EPPK1', 'MEGF8', 'MYH13', 'PLEC', 'MLL4'])
LZTR1	set(['ITGAX', 'ZAN', 'CALN1', 'PKD1L1', 'NF1', 'ABCB4', 'ATP2B3', 'TNN'])
KCNV1	set(['NOS1', 'ZNF335', 'CHD5', 'NPR1', 'WWC3', 'CELSR2', 'USP43', 'ZNF704', 'ATP6V0A4', 'CD163L1', 'GPR116', 'FCRL2', 'NOTCH3', 'ITGAM'])
DOCK8	set(['COL4A2', 'DNAH10', 'DNAH11', 'ZNF318', 'DOCK1', 'DOCK4', 'IGHMBP2', 'SHROOM2', 'ST14', 'EP400', 'ODZ1', 'SMARCA1', 'C12orf35', 'SPTBN4', 'SMARCA4', 'HYDIN', 'CACNA1H', 'PCDHB3', 'GABRA1', 'AHNAK', 'DLGAP2', 'MED12', 'SKIV2L', 'ESPL1', 'SLIT3', 'TERT', 'C7', 'MYT1', 'ULK2', 'PCDHA2', 'TRIO', 'HSPG2', 'CASZ1', 'PCNT', 'ATP10B', 'CELSR3', 'CROCC', 'TRRAP', 'PCDHA1', 'PLEC', 'PTCHD2', 'EVPL', 'ATP2B3', 'FHOD3', 'ZAN', 'TJP3', 'SCN5A', 'PTPRS', 'ADCY1', 'KIF1B', 'PCDHA8', 'COL22A1', 'FAT2', 'ABCC8', 'C2orf55', 'FLNC', 'ZNF292'])
DMD	set(['TAF1L', 'FAM83H', 'POM121L12', 'TRPA1', 'ZFC3H1', 'XIRP2'])
RPL5,FAM69A,SNORA66(D)	set(['SLCO5A1'])
DOCK1	set(['DOCK8', 'DNAH10', 'DNAH11', 'HSPG2', 'SBF1', 'EP400', 'SMARCA1', 'C12orf35', 'ITIH5', 'CACNA1H', 'PKD1L2', 'PCDHB3', 'CIITA', 'RB1', 'SLIT3', 'NFKBIL2', 'C7', 'MYT1', 'TRIO', 'DYSF', 'CELSR3', 'CROCC', 'PLEC', 'PCNT', 'ABCG4', 'ATP2B3', 'ZAN', 'FHOD3', 'PTPRS', 'ADCY1', 'DNAH5', 'PKD1', 'COL22A1', 'NOTCH2', 'SPHKAP', 'C2orf55', 'SCN5A', 'IGHMBP2'])
MAP1B	set(['SRRM2', 'CNTNAP2', 'PTPN3', 'SIPA1L3', 'ATP2B3', 'MYT1'])
DOCK4	set(['OBSCN', 'KIAA1409', 'DOCK8', 'SYNE1', 'COL24A1', 'C12orf35', 'SHPRH', 'RERE', 'PCDHB3', 'DOCK10', 'CACNA1E', 'RB1', 'PCLO', 'ACVR2A', 'ARHGEF19', 'DSP', 'IGHMBP2', 'ADAMTS20', 'EVPL', 'BCAR3', 'PCDHA2', 'FHOD3', 'ADCY1', 'MYLK', 'ABCC8', 'COL6A1', 'ZNF292'])
DOCK5	set(['BPTF', 'PKDREJ', 'NOTCH2', 'HTR3A', 'ECEL1', 'ZC3H12B'])
UHRF1BP1	set(['LAMA3', 'SUPT6H', 'LRBA', 'DDX11', 'WHSC1L1', 'RHBDF2', 'PCDHA12', 'ZFC3H1'])
CC2D1A	set(['GABRA6', 'DEAF1'])
ARHGAP9	set(['SHROOM2', 'SLIT3'])
SLC9A4	set(['TPTE2', 'PIK3CA'])
PCDHB3	set(['OBSCN', 'KIAA1409', 'DOCK8', 'DNAH10', 'DNAH11', 'DOCK1', 'DOCK4', 'PTCH1', 'SBF1', 'ST14', 'EP400', 'C12orf35', 'SMARCA1', 'SPTBN5', 'SMARCA4', 'RB1CC1', 'RERE', 'PKD1L1', 'MXRA5', 'CIITA', 'RB1', 'SRMS', 'SLIT3', 'MYT1', 'SIPA1L3', 'UBR4', 'C7', 'C2orf55', 'LAMA1', 'TRIO', 'HSPG2', 'SP1', 'CELSR3', 'CROCC', 'PLEC', 'PTCHD2', 'GMIP', 'ATP2B3', 'COL7A1', 'ZAN', 'FHOD3', 'PTPRS', 'ADCY1', 'CACNA1H', 'COL22A1', 'IGHMBP2', 'SCN5A', 'CFTR', 'PCNT'])
AHNAK	set(['DOCK8', 'PTCHD2', 'SMARCA1', 'C12orf35', 'FLG', 'AFF2', 'SLIT3', 'ESPL1', 'KDM2B', 'CASZ1', 'ATP10B', 'DSP', 'IGHMBP2', 'TRRAP', 'IGF2BP1', 'PCDHA2', 'ADCY1', 'KIF1B', 'RFX6', 'WDFY3', 'PDZD2', 'PRKD3', 'PCDHA8', 'SCAF1'])
AFF2	set(['LRP2', 'SLC4A11', 'TGM3', 'AHNAK', 'FBN2', 'MAST2', 'KEL', 'PLXND1', 'TMEM132D', 'SETD2', 'GPR112'])
USP43	set(['ANKRD52', 'PLXNB3', 'NLRP7', 'COL11A2', 'CCDC45', 'KIAA1462', 'CELSR1', 'PIK3CG', 'ANK1', 'AGAP3', 'PCNT', 'NF1', 'NLRP12', 'HOMER1', 'DACT1', 'KCNV1'])
XDH	set(['BSN', 'TBC1D2', 'PCDH17'])
TIAM2	set(['MYOM3', 'DNAH1', 'LRP4', 'FAT2', 'SH3TC1', 'MYH9', 'DEAF1', 'MSH6', 'SPAG17', 'SPEN', 'SLCO5A1', 'NIPBL', 'SKIV2L', 'SLIT3', 'FLNA', 'ATR', 'ZNF599', 'SMARCA4'])
SCNN1B	set(['AFM', 'LRBA', 'PTEN', 'UBE3C', 'BRPF3', 'ACRC', 'C8B', 'ZFP42', 'COL6A3', 'ITGAD', 'CARD6'])
CARD6	set(['SIM2', 'ITSN1', 'ZFHX3', 'PCDHGB3', 'SCNN1B', 'SPTBN5', 'DACT1'])
TRPM2	set(['HERC1', 'SDK1', 'ZBTB20(D),LSAMP(D)'])
TRPM3	set(['ZNF599', 'CAND1', 'MYH8', 'SCN10A', 'BRAF', 'KDM2B'])
EPHB2	set(['OBSCN', 'ABCA13', 'LGSN', 'SACS', 'CABIN1', 'KIAA1244', 'SMARCA4', 'SLCO6A1', 'NWD1', 'WHSC1L1', 'NF1', 'ANK1', 'SRMS', 'ODZ1', 'L1CAM', 'UBR4', 'PTCH1', 'C7', 'CFTR', 'HYDIN'])
PLCB2	set(['ACVR2A', 'LAMA5', 'NOS1', 'MACF1', 'ATP6V0A4', 'CNTN6', 'MAP3K15', 'ZPBP'])
PLCB3	set(['BPTF', 'ZAN', 'TGM2', 'COL11A2', 'WBSCR17', 'GRHL3', 'TJAP1', 'PCSK6', 'KIDINS220', 'RB1', 'CABIN1', 'PDE6B', 'SRMS', 'COL1A2', 'KANK1', 'ITPR3', 'CACNA1S', 'BCAR3', 'COL7A1'])
HMP19	set(['SOX2-OT(A),PIK3CA(A)'])
TRRAP	set(['PCDHA2', 'PCDHA8', 'DOCK8', 'HSPG2', 'PTPRS', 'CASZ1', 'KIF1B', 'ATP10B', 'HUWE1', 'NEFH', 'SLIT3', 'EVPL', 'FRYL', 'ESPL1', 'PTCHD2', 'GMIP', 'C12orf35', 'FLNA', 'AHNAK', 'FLG', 'ADCY1'])
HERC1	set(['BPTF', 'SLITRK2', 'MAP3K1', 'MYO1B', 'CELSR1', 'ECT2L', 'RBMS3', 'SYNE1', 'SMARCA4', 'STXBP5L', 'TRPM2'])
HERC2	set(['OBSCN', 'BCL11A', 'C12orf35', 'DOCK10', 'PLXNB3', 'NLRP7', 'CABIN1', 'ITIH5', 'PCDHGA11', 'SKIV2L', 'PCLO', 'NEB', 'IGHMBP2', 'PCDHA12', 'BCAR3', 'ADCY1', 'FHOD3', 'INPP5D', 'RASGRF1', 'DNAH5', 'SRRM2', 'COL6A1'])
KPRP	set(['NOTCH3'])
PTPN3	set(['ZMYM3', 'MAP1B', 'SP1', 'HSPG2', 'HECW1', 'PKHD1', 'TXNDC3'])
LAMC3	set(['CDH9', 'CACNA1A', 'DNAH9', 'TMTC1', 'BIRC6'])
PCDHA12	set(['DNAH10', 'PRKDC', 'UHRF1BP1', 'ODZ3', 'C7orf52', 'C12orf35', 'DOCK10', 'NLRP7', 'DCC', 'SRMS', 'TRIML1', 'CUX2', 'HERC2', 'IGHMBP2', 'BCAR3', 'FHOD3', 'ADCY1', 'SRRM2', 'CNTNAP2', 'COL6A1', 'VWF', 'CFTR'])
PCDHA13	set(['MYOM3', 'LILRB1', 'ASPM', 'SH3TC1', 'TDRD6', 'ECT2L', 'MAP3K12', 'SPHKAP', 'ELTD1', 'PLEC', 'ITGAD'])
ABCA13	set(['EPHB2', 'ULK2', 'COL4A2', 'DNAH5', 'PCDHGA11', 'RB1', 'SRMS', 'CACNA1H', 'NFKBIL2', 'PLXND1', 'MDN1', 'UBR4'])
TP53	set(['MYCNOS,MYCN(A)', 'RERE', 'MET,CAPZA2,ST7-AS1,ST7,ST7-OT4(A)', 'NEB', 'CCDC108', 'IDH1', 'ARHGEF2', 'C15orf2', 'RB1', 'DLGAP2', 'ADARB2(D)', 'FHOD3', 'IGHMBP2', 'POM121L12', 'EVPL', 'SOX2-OT(A),PIK3CA(A)', 'GRM8', 'ATP2B3', 'OR5AR1', 'TP53(D)', 'C2orf55'])
LRBA	set(['SUPT6H', 'LRP4', 'CCDC114', 'UHRF1BP1', 'SCNN1B', 'ZFC3H1', 'COL12A1'])
GALK2	set(['PROKR2', 'PCDH7'])
OTOA	set(['ZNF536', 'SLITRK2', 'KIF1B', 'USP6', 'SPAG17', 'SLCO5A1', 'BCL9', 'MSH6', 'EVPL', 'ASTL', 'SYNE2', 'ZNF599'])
GPR179	set(['CACNA1D', 'DGKD'])
WWC3	set(['KCNV1', 'FHOD3', 'EPX', 'DSP'])
RHBDF2	set(['SAMD9L', 'INPP5D', 'LRRK2', 'WNK3', 'MYO18B', 'MSH6', 'ANK2', 'UHRF1BP1', 'MAP3K15', 'L1CAM', 'COL24A1', 'PDGFRA'])
COL12A1	set(['BPTF', 'KCNQ5', 'DLG5', 'LRBA', 'ACACB', 'CACNA1A', 'CEP250', 'HNF4A', 'CACNA1E', 'EP400'])
MYOM3	set(['ZMYM3', 'PCDHA13', 'KIF1B', 'SH3TC1', 'ABCA4', 'TIAM2', 'TLR6', 'ODZ1', 'RPGRIP1L', 'HMCN1', 'SPTBN4'])
OBSCN	set(['MAP3K15', 'DOCK4', 'L1CAM', 'C12orf35', 'DGKZ', 'QKI', 'LRRK2', 'PCDHB3', 'C2orf55', 'EPHB2', 'TRIO', 'HERC2', 'IGHMBP2', 'ADAMTS20', 'COL24A1', 'FHOD3', 'ADCY1', 'DNAH8', 'HECW1', 'SLC22A2', 'COL6A1', 'SCN5A'])
MYO1B	set(['HERC1', 'ACSM4', 'PAPPA'])
HOOK1	set(['COL22A1', 'KIAA0649', 'SPHKAP', 'SUSD3', 'MUC5B', 'TMEM2', 'ITGAD'])
ALS2CR11	set(['ZBTB20(D),LSAMP(D)', 'HMCN1', 'N4BP3', 'HTR3A'])
TCHH	set(['LRP1B(D)', 'ZMYM3', 'KDM2B', 'NLRP12'])
UPF1	set(['ERBB2', 'KIAA1409', 'RERE', 'LRP4', 'KIF1B', 'EPHA8', 'MYH8', 'HNF4A', 'SPEN', 'RAG1', 'DNAH3', 'NBAS', 'DOCK11'])
ADAMTS16	set(['SLCO5A1'])
KCNA4	set(['LRP4', 'RRP1B', 'CACNA1D', 'SPAG17', 'WDFY3', 'ZC3H12B', 'DOCK11'])
DOCK10	set(['DOCK4', 'PRSS16', 'ANK2', 'HERC2', 'EVPL', 'COL24A1', 'PCDHA12', 'DNMBP', 'ELMO1'])
DOCK11	set(['NRK', 'LRRK1', 'FAM47A', 'PCDHGB3', 'KCNU1', 'SRMS', 'UPF1', 'COL1A2', 'KCNA4', 'C7', 'ZC3H12B', 'CASZ1'])
SLC12A5	set(['ITSN1', 'DNAH8', 'PPEF2', 'TDRD6', 'ABCC8', 'PVRL4', 'GPR112'])
ZNF536	set(['ULK2', 'SIM2', 'NACA', 'ASTL', 'CASZ1', 'KIF1B', 'RRP1B', 'OTOA', 'SLC17A6', 'TESK1', 'SRMS', 'BCL9', 'ATR', 'ARHGEF19', 'ECEL1', 'TNS1', 'PPP1R3A', 'CARD11', 'PTPRD'])
PCDHGA1	set(['MYH3', 'NCAN', 'ZNF318', 'SP1', 'CCDC45', 'HSPG2', 'CROCC', 'BRPF3', 'MLL2', 'ANK2', 'HECW1', 'KLF17', 'RB1CC1', 'LYST', 'ATP2B3', 'UBR4'])
ECT2L	set(['ITGA8', 'SLC4A11', 'EPB41L3', 'SUPT6H', 'WNK2', 'HERC1', 'NIPBL', 'PTPRD', 'GPC4', 'HTR3A', 'DISP1', 'SLITRK2', 'PCDHA13', 'NBAS'])
MIR3201(D),FAM19A5(D),LOC339685(D)	set(['NOX3'])
OBSL1	set(['PPP1R3A', 'ECEL1', 'DUS3L', 'AHNAK2', 'VWF', 'SHPRH'])
DUS3L	set(['AHNAK2', 'OBSL1'])
DSG3	set(['SSPO', 'TEX15', 'HEATR5A', 'CACNA1E', 'AGAP3', 'CD163L1', 'HOMER1', 'SETD2'])
C7	set(['PTPRN2', 'DOCK8', 'DNAH10', 'DNAH11', 'ANO5', 'HSPG2', 'MSH6', 'EP400', 'WHSC1L1', 'SMARCA1', 'C12orf35', 'RB1CC1', 'SPTBN4', 'ATP2B3', 'CACNA1H', 'CHD5', 'PKD1L2', 'PCDHB3', 'RB1', 'DOCK11', 'SLIT3', 'HOMER1', 'MYT1', 'C2orf55', 'EPHB2', 'TRIO', 'DOCK1', 'CASZ1', 'HOOK2', 'BZRAP1', 'CELSR3', 'CROCC', 'PLEC', 'PCNT', 'GMIP', 'TMEM2', 'ADCY1', 'ZAN', 'FHOD3', 'PTPRS', 'ADAMTS3', 'PCDHA8', 'COL22A1', 'PCDH17', 'CAND1', 'IGHMBP2', 'SCN5A'])
DSG4	set(['MUC5B', 'MXRA5', 'RELN', 'COL5A3', 'DNAH11'])
UGGT1	set(['ULK2', 'DNAH11', 'PKD1L2', 'SLCO6A1', 'NOTCH3', 'SLIT3', 'PAPPA', 'ITIH5', 'PRPF6'])
KCNH5	set(['ACVR2A', 'LRP1'])
EPB41L3	set(['TLR6', 'ELTD1', 'ECT2L'])
ACACA	set(['ZFHX4', 'TGM3', 'PREX1'])
RIMBP2	set(['KIAA1409', 'SVIL', 'KIF1B', 'PPEF2', 'MYLK', 'RB1', 'SLIT3', 'RELN', 'MYO15A', 'SCN5A', 'ZFC3H1', 'PCDH17'])
ACACB	set(['PLXNB3', 'PKD1L1', 'ADAMTS3', 'PAPPA', 'COL5A3', 'ODZ3', 'MLL4', 'GRM6', 'TJAP1', 'POTEB', 'COL12A1', 'HYDIN'])
KIDINS220	set(['PLCB3', 'MYH7B', 'CASZ1', 'FAT2', 'MYH9', 'FBN1', 'SHROOM2', 'N4BP3', 'CNTN4', 'CACNA1S', 'C21orf58', 'PKHD1L1'])
TPR	set(['COL5A3', 'MYO18B', 'AFM'])
SALL4	set(['MYH3', 'ELTD1', 'WDFY3', 'KCNN2', 'BCL9', 'LYST', 'TESK1'])
MAST2	set(['SLC4A11', 'COL11A2', 'ZNF318', 'DUOX2', 'ABP1', 'SHROOM2', 'PRPF8', 'CNTN4', 'SPTBN4', 'HYDIN', 'AFF2', 'BRPF3', 'NFKBIL2', 'TRIML1', 'ZFC3H1', 'WBSCR17', 'BZRAP1', 'IGHMBP2', 'SYNE2', 'KIF1B', 'MLL2', 'SRRM2', 'MAP3K12', 'COL1A2', 'COL6A3', 'SCN5A'])
USP6	set(['OTOA', 'FAM83H', 'BCL9', 'RELN', 'TESK1', 'N4BP3'])
GABRB2	set(['KCNQ5'])
LRP2	set(['AOX1', 'COL14A1', 'TJP3', 'PALM2-AKAP2', 'DNAH3', 'ARHGEF19', 'SRRM2', 'DEAF1', 'AFF2', 'MSH6', 'C15orf2', 'ANK2', 'AKAP13', 'GPR133', 'L1CAM', 'COL6A1', 'C12orf35', 'SYNE2', 'TMEM132D', 'TNS1', 'RELN'])
CYP4F22	set(['UBASH3A', 'SEMG1', 'HNF4A'])
LRP1	set(['MYH2', 'KCNH5', 'BCAR3', 'NLRP12'])
LRP4	set(['ZMYM3', 'LRBA', 'CAND1', 'SIM2', 'UBE3C', 'CARD11', 'HNF4A', 'ABCA4', 'SPAG17', 'TIAM2', 'PTPRD', 'BCL9', 'AKAP13', 'UPF1', 'KCNA4', 'C21orf58', 'TESK1', 'N4BP3', 'PRKD3'])
PLXNA2	set(['SAMD9L', 'DLG5', 'ABCB5', 'PPP1R3A', 'ODZ1', 'L1CAM', 'KIF2B'])
PRX	set(['ZBTB20(D),LSAMP(D)', 'KLF17', 'IL4R', 'C12orf51', 'RFX6', 'ELTD1', 'MEGF8', 'SPHKAP', 'COL6A1', 'NBAS'])
