Gene	Entries
SIPA1L2	set(['BPTF', 'MDN1', 'TGM2', 'COL11A1', 'USH2A', 'ZBTB20(D),LSAMP(D)', 'HUWE1', 'PCSK6', 'ASTL', 'COL11A2', 'CACNA1A', 'MAP3K1', 'DEAF1', 'PIK3CG', 'NAV2', 'ESPL1', 'RELN', 'CACNA1S', 'ZMYM3', 'SLITRK2', 'CASZ1', 'TRHDE', 'WNK2', 'ARHGEF19', 'TDRD6', 'ECEL1', 'ATP2B3', 'TESK1', 'ADCY1', 'PTPN11', 'SPEN', 'FAT2', 'GPR116', 'RFX6', 'ITGA8', 'DOCK8', 'USP6', 'RRP1B', 'ST14', 'NACA', 'DPPA4', 'MLL4', 'C12orf35', 'IQSEC3', 'ZNF599', 'CABIN1', 'AHNAK', 'TIAM2', 'SKIV2L', 'PVRL4', 'TNS1', 'ATP10B', 'ANGPT4', 'PLCB3', 'TRRAP', 'HERC1', 'KIF1B', 'EVPL', 'HMCN1', 'C21orf58', 'XIRP2', 'SUPT6H', 'OTOA', 'DNAH8', 'NWD1', 'ELMO1', 'PDE6B', 'WDFY3', 'PDZD2', 'GPR98', 'FLNA', 'FLNC', 'MYOM3', 'MYH11', 'EPHA7', 'AMPD1', 'ZFHX3', 'SHROOM2', 'ATR', 'AKAP13', 'ITPR3', 'GABRA6', 'ENPEP', 'ZNF536', 'CELSR2', 'MYH9', 'ECT2L', 'MSLNL', 'NRK', 'WBSCR17', 'CEP250', 'BCL9', 'SALL4', 'PCDHA1', 'PRTG', 'SYNE1', 'SYNE2', 'TJP3', 'NUP210L', 'LRP4', 'CCDC114', 'SPAG17', 'ABCA4', 'KIDINS220', 'KIAA1211', 'PRKD3', 'SVIL', 'SCAF1', 'ZNF318', 'MSH6', 'SCN9A', 'C8B', 'ODZ1', 'DSCAM', 'SPTBN5', 'SPTBN4', 'SMARCA4', 'SIM2', 'SLC6A3', 'DDX11', 'PLEKHG4B', 'GLI2', 'SLCO5A1', 'NIPBL', 'SLIT3', 'DISP1', 'RPGRIP1L', 'NBAS', 'N4BP3', 'ULK2', 'CARD11', 'UMOD', 'PRSS16', 'PLB1', 'PCDHA2', 'PTPRT', 'MYH7B', 'PCDHA8', 'GRHL3', 'COL14A1', 'ACRC', 'PTPRD', 'SIGLEC8', 'KANK1', 'COL6A3', 'PKDREJ', 'PTCHD2'])
POTEB	set(['FRYL', 'USH2A', 'LRFN5', 'KIF2B', 'PKD1L1', 'ADAMTS3', 'BCLAF1', 'CACNA1F', 'ZNF704', 'SEMG1', 'MICALCL', 'KIAA1244', 'ENPP2', 'MYO1B', 'PIK3C2G', 'PRKDC', 'ZAN', 'COL7A1', 'TLR6', 'KCNV1', 'KIAA1409', 'UGT3A2', 'MACF1', 'MLL2', 'APOB', 'HRNR', 'USP43', 'PCLO', 'SCNN1B', 'GRM6', 'CARD6', 'FAM123C', 'PLCB2', 'NACA', 'STAG2', 'ITPR3', 'C21orf58', 'PRIC285', 'PKD1L2', 'HNF4A', 'ATP6V0A4', 'ITGAM', 'ZNF292', 'MYOM3', 'PDGFRA', 'AMPD1', 'KIAA1462', 'SCN10A', 'ACSM4', 'UPF1', 'ITIH5', 'MYH2', 'DLGAP2', 'ASPM', 'MYH9', 'OBSL1', 'DUS3L', 'DSG3', 'KDR', 'KIF21B', 'PCDHA2', 'EPB41L3', 'LAMA5', 'ACACB', 'CELSR1', 'AGAP3', 'CYP4F22', 'LRP1', 'NUP210L', 'LRP4', 'PLXNA2', 'UGGT1', 'ODZ1', 'ODZ3', 'RBMS3', 'NLRP12', 'RB1CC1', 'ARAP3', 'GRHL3', 'KIF4B', 'GLI2', 'FCRL2', 'NOS1', 'NRK', 'NOTCH3', 'STXBP5L', 'COL6A6'])
N4BP3	set(['ZBTB20(D),LSAMP(D)', 'TGM2', 'FRYL', 'USH2A', 'HUWE1', 'ASTL', 'DEAF1', 'ESPL1', 'RELN', 'CACNA1S', 'ERBB2', 'ZMYM3', 'SLITRK2', 'CASZ1', 'ARHGEF19', 'PAPPA', 'TESK1', 'ADCY1', 'ALS2CR11', 'RFX6', 'SPEN', 'FAT2', 'UPF1', 'PTPN11', 'DOCK8', 'RRP1B', 'ST14', 'DPPA4', 'C12orf35', 'ZNF599', 'FLG', 'LRRK2', 'AHNAK', 'TIAM2', 'SKIV2L', 'TNS1', 'ATP10B', 'NACA', 'HEATR5A', 'C15orf2', 'TRRAP', 'EVPL', 'HMCN1', 'C21orf58', 'DNAH5', 'OTOA', 'DNAH9', 'CASKIN2', 'PDZD2', 'FLNA', 'FLNC', 'MYOM3', 'MYH11', 'ZNF335', 'MSH6', 'EPHA7', 'ZFHX3', 'SHROOM2', 'ATR', 'AKAP13', 'DOCK11', 'ZNF536', 'WDFY3', 'MYH9', 'KIDINS220', 'SALL4', 'SCAF1', 'SYNE2', 'SLC27A2', 'LRP2', 'TJP3', 'KIF1B', 'SPAG17', 'ABCA4', 'PRKD3', 'OBSCN', 'ZNF318', 'BIRC6', 'USP6', 'C8B', 'CNTNAP2', 'ODZ1', 'SMARCA1', 'DSCAM', 'SPTBN4', 'SMARCA4', 'SIM2', 'DDX11', 'PLEKHG4B', 'SLCO5A1', 'NIPBL', 'SLIT3', 'PRTG', 'RPGRIP1L', 'SIPA1L2', 'ULK2', 'NOS3', 'CARD11', 'CELSR2', 'PCDHA2', 'PCDHA1', 'LRP4', 'PCDHA8', 'COL14A1', 'ACRC', 'PTPRD', 'BCL9', 'DKC1', 'AHNAK2', 'COL6A3', 'PKDREJ', 'PTCHD2'])
HECW1	set(['SSPO', 'TGM3', 'DNAH10', 'DNAH11', 'COL11A2', 'ABP1', 'SBF1', 'TXNDC3', 'PRPF6', 'CACNA1H', 'GLI2', 'NCAN', 'PKD1L1', 'ADAMTS3', 'CACNA1A', 'SLCO6A1', 'DEAF1', 'DCC', 'WHSC1L1', 'PIK3CG', 'CDH9', 'SKIV2L', 'PLXND1', 'KDM2B', 'MYT1', 'ZMYM3', 'DYSF', 'KIAA1244', 'SP1', 'ABCB4', 'BZRAP1', 'PAPPA', 'FHOD3', 'IGHMBP2', 'ATP2B3', 'UBR4', 'ZAN', 'CALN1', 'ADCY1', 'ATP8B4', 'C2orf55', 'LZTR1', 'CFTR', 'DOCK8', 'HSPG2', 'MLL2', 'ST14', 'EP400', 'MLL4', 'C12orf35', 'PLXNB3', 'CHD5', 'CABIN1', 'CACNA1S', 'PCDHB3', 'UBE3C', 'AFF2', 'USP43', 'EPPK1', 'SRMS', 'PCLO', 'TRPM2', 'EPHB2', 'MAP1B', 'PLCB3', 'TLL1', 'KCNQ5', 'CUX2', 'HERC2', 'PLEC', 'COL4A2', 'SPEG', 'PTPN3', 'LAMC3', 'PCDHA12', 'PCDHGA1', 'BCAR3', 'DNAH2', 'DNAH3', 'ABCA13', 'ABCG4', 'PKD1L2', 'DNAH5', 'DNAH8', 'DNAH9', 'NWD1', 'PDE6B', 'SLC22A2', 'PIK3CA', 'VWF', 'FLNC', 'KRT19', 'MDN1', 'MYH13', 'ZFHX4', 'CCDC45', 'NEB', 'SCN10A', 'ZNF831', 'SHROOM2', 'ATR', 'ITPR3', 'ITIH5', 'DLGAP2', 'NLRP7', 'C7', 'RIMS2', 'KIF21B', 'TRIO', 'DOCK1', 'ACACA', 'WBSCR17', 'ACACB', 'CELSR3', 'CELSR1', 'MAST2', 'AGAP3', 'SYNE2', 'ZPBP', 'LRP2', 'TJP3', 'KEL', 'PKD1', 'COL1A2', 'UGGT1', 'OBSCN', 'COL22A1', 'ZNF318', 'KIAA0649', 'MEGF8', 'CNTNAP2', 'ODZ3', 'ODZ1', 'TMEM132D', 'SMARCA1', 'RB1CC1', 'SPTBN4', 'SMARCA4', 'UBASH3A', 'PCDHGA11', 'RB1', 'BRPF3', 'SLIT3', 'NFKBIL2', 'TRIML1', 'SIPA1L3', 'TERT', 'ULK2', 'PAN3', 'HOOK2', 'AIM1', 'FBN2', 'CROCC', 'PCNT', 'COL7A1', 'SCN5A', 'PTPRS', 'SRRM2', 'ANK1', 'MAP3K12', 'KANK1', 'COL6A1', 'PTCH1'])
NOS1	set(['MYOM3', 'AOX1', 'ZNF335', 'DMD', 'TRH(D)', 'UGT3A2', 'BIRC6', 'C7orf52', 'PLCB2', 'SCN10A', 'TLR6', 'FAM83H', 'CNTN4', 'L1CAM', 'GABRA1', 'FLT3', 'KIF2B', 'TLL1', 'QKI', 'CACNA2D1', 'ARAP3', 'PKD1L2', 'GRHL3', 'WWC3', 'CHD8', 'AHNAK', 'CACNA1D', 'AFF2', 'DLGAP2', 'GRIN2A', 'DUOX2', 'CD163L1', 'DNAH1', 'DUS3L', 'LRRIQ1', 'FCRL2', 'CACNA1S', 'POTEB', 'MAP3K15', 'DCHS1', 'SCN11A', 'LAMA2', 'PLCB3', 'MACF1', 'LAMA5', 'KEL', 'KIDINS220', 'TMPRSS6', 'CIITA', 'TMEM146', 'PCLO', 'PTPRT', 'GPC4', 'ODZ1', 'GPR116', 'ADAMTS20', 'SETD2', 'XIRP2', 'ADAMTS16', 'SAMD9L', 'KDM2B', 'NUP210L', 'PLXNA2', 'HNF4A', 'TAF1L', 'ATP6V0A4', 'STARD8', 'SPHKAP', 'DOCK1', 'ITGAM', 'ASPM', 'PIK3C2G', 'ZNF292', 'KCNV1', 'PTPRH'])
ITGB2	set(['ANKRD52', 'SLC6A3', 'TGM2', 'KCNC2', 'ZCCHC14', 'ANO5', 'ZFHX3', 'DCC', 'SHROOM2', 'TCHH', 'EP400', 'GON4L', 'TRPA1', 'CHL1', 'DSCAM', 'NLRP5', 'SEMG1', 'USH2A', 'PIK3CA', 'BCLAF1', 'NOS3', 'XDH', 'HFM1', 'LRP1B', 'FCRL2', 'TERT', 'RIMS2', 'SCN11A', 'KCNQ5', 'MC3R', 'FBN1', 'MAGEB1', 'SCAF1', 'MYH2', 'SPAM1', 'NUP210L', 'DNAH2', 'PTCH1', 'F5', 'KIF1B', 'PCNT', 'ADCY1', 'GRIN2A', 'PCDH17', 'NLRP11', 'COL6A6', 'PTPN11', 'HEATR7B2'])
LTBP2	set(['OBSCN', 'DNAH10', 'INPP5A,NKX6-2,TTC40,LOC399829,GPR123,KNDC1,UTF1,VENTX,MIR202,ADAM8,TUBGCP2,ZNF511,CALY,PRAP1,C10orf125,ECHS1,MIR3944,PAOX,MTG1(D),PAOX(D)', 'CABIN1', 'PUM1', 'ODZ1', 'RB1CC1', 'NLRP7', 'CHD5', 'LRRK2', 'PIK3CG', 'EPPK1', 'ABCB5', 'EPHB2', 'NF1', 'AGAP3', 'ITPR3', 'SYNE2', 'LGSN', 'ZAN', 'CALN1', 'COL7A1', 'NWD1', 'ANK1', 'CNTNAP2', 'PTCH1'])
PRMT6	set(['FAT2', 'COL6A3', 'UGGT1', 'WWC1', 'TRPA1'])
NLGN4X	set(['MDN1', 'SCN7A', 'MEGF8', 'MAGEC2', 'GON4L', 'RBMS3', 'ITIH5', 'SYNE2', 'CACNA1H', 'PLXNB3', 'PREX1', 'NFKBIL2', 'PIK3R1', 'LRRIQ1', 'KIF21B', 'DCHS1', 'MYH2', 'KIAA1244', 'SLC13A3', 'FHDC1', 'PIK3C2G', 'PLXND1', 'HMCN1', 'SLC27A2', 'OBSCN', 'ABCA13', 'F5', 'CNTNAP2', 'ABCC9', 'PRKD3'])
FBN2	set(['DNAH10', 'DNAH11', 'COL11A2', 'ABP1', 'SBF1', 'PRPF6', 'CACNA1H', 'NCAN', 'PKD1L1', 'ADAMTS3', 'SLCO6A1', 'DCC', 'WHSC1L1', 'PIK3CG', 'DLGAP2', 'SKIV2L', 'RELN', 'PLXND1', 'CACNA1S', 'MYT1', 'DYSF', 'KIAA1244', 'WNK2', 'SP1', 'TRIML1', 'BZRAP1', 'PAPPA', 'FHOD3', 'IGHMBP2', 'ATP2B3', 'COL7A1', 'ZAN', 'CALN1', 'ADCY1', 'FAT2', 'SPEG', 'LZTR1', 'CFTR', 'ANKRD52', 'EPHB2', 'DOCK8', 'DOCK1', 'MLL2', 'ST14', 'EP400', 'MLL4', 'C12orf35', 'CD163L1', 'PLXNB3', 'CHD5', 'CABIN1', 'PCDHB3', 'AFF2', 'USP43', 'EPPK1', 'SRMS', 'PPP1R9A', 'TNS1', 'KIF2B', 'SAMD9', 'SMC1A', 'MAP1B', 'PLCB3', 'CUX2', 'HERC2', 'PLEC', 'COL4A2', 'GPR116', 'PTPN3', 'ITPR3', 'PCDHA12', 'PCDHGA1', 'BCAR3', 'DNAH2', 'ABCA13', 'ABCG4', 'PKD1L2', 'DNAH5', 'COL22A1', 'NWD1', 'PDE6B', 'UBR4', 'HECW1', 'SLC22A2', 'VWF', 'SCN5A', 'PRDM9', 'MDN1', 'OBSCN', 'MYH14', 'CCDC45', 'NEB', 'ZNF831', 'SHROOM2', 'ADAMTS16', 'ITIH5', 'TLL1', 'NLRP7', 'DUS3L', 'C7', 'RIMS2', 'UGGT1', 'TRIO', 'HSPG2', 'WBSCR17', 'ACACB', 'CELSR3', 'CELSR1', 'MAST2', 'PTPRT', 'MXRA5', 'SYNE2', 'CYP4F22', 'KEL', 'F5', 'PKD1', 'COL1A2', 'C2orf55', 'SLC4A11', 'ZNF318', 'BIRC6', 'MEGF8', 'CNTNAP2', 'ODZ3', 'ODZ1', 'SMARCA1', 'RB1CC1', 'SPTBN4', 'SMARCA4', 'UBASH3A', 'CAND1', 'PCDHGA11', 'RB1', 'BRPF3', 'SLCO5A1', 'SLIT3', 'NFKBIL2', 'ABCB4', 'SIPA1L3', 'TERT', 'ULK2', 'HOOK2', 'ATP10B', 'CROCC', 'PCNT', 'COL24A1', 'FLNC', 'PTPRS', 'SRRM2', 'ANK1', 'MAP3K12', 'AGAP3', 'BCL9', 'BRAF', 'KANK1', 'COL6A1', 'PTCH1'])
SIM1	set(['SLC6A3', 'ZBTB20(D),LSAMP(D)', 'SCN7A', 'CCDC45', 'ZNF831', 'PLCG2', 'GON4L', 'SMARCA1', 'CHL1', 'TMEM132D', 'SPTBN5', 'SHPRH', 'MYH3', 'NLRP7', 'KLF17', 'NLRP2', 'ITSN1', 'MGAM', 'ATP13A2', 'CDH9', 'LRP1B', 'PVRL4', 'C3', 'NBAS', 'PRX', 'KDR', 'NPR1', 'EPHB1', 'IL4R', 'WBSCR17', 'ENPEP', 'SLC13A3', 'AIM1', 'CELSR2', 'FBN1', 'CUX2', 'IGF2BP1', 'CLTCL1', 'CACNA2D1', 'DNAH2', 'CALN1', 'DNAH5', 'RFX6', 'NWD1', 'SIGLEC8', 'PKHD1', 'AHNAK'])
FAF1(D)	set(['TGM2', 'PALM2-AKAP2', 'CCDC45', 'FBN1', 'CARD11', 'CDKN2A(D)', 'SCAF1', 'CHL1', 'AHNAK'])
PRSS16	set(['KIAA1409', 'ZBTB20(D),LSAMP(D)', 'SYNE1', 'COL11A1', 'EPX', 'ZNF318', 'ITGA8', 'C7orf52', 'MSH6', 'PRKDC', 'PLCG2', 'CNTNAP5', 'AKAP13', 'DPPA4', 'COL24A1', 'C12orf35', 'RB1CC1', 'DOCK10', 'DOCK11', 'RERE', 'ENPEP', 'NLRP7', 'APOB', 'PKD1L2', 'WWC3', 'PLEKHG4B', 'L1CAM', 'ANK2', 'CACNA1F', 'GLI2', 'SVIL', 'NAV2', 'PCLO', 'KCNA4', 'SIPA1L2', 'C7', 'ITGAM', 'SDK1', 'CASZ1', 'TRHDE', 'STAG2', 'ARHGEF19', 'TDRD6', 'DOCK4', 'COL6A1', 'HERC2', 'IGHMBP2', 'SUPT6H', 'PLB1', 'ADAMTS20', 'EVPL', 'PCDHA12', 'BCAR3', 'LRP2', 'DBH', 'OBSCN', 'FHOD3', 'INPP5D', 'ADCY1', 'DNMBP', 'CCDC114', 'SRRM2', 'MYLK', 'SPEN', 'RHBDF2', 'SIGLEC8', 'MAP3K15', 'PIK3CA', 'GRIP1', 'ZNF292'])
PLB1	set(['MYH11', 'SVIL', 'COL11A1', 'KCNC2', 'ZBTB20(D),LSAMP(D)', 'DUOX2', 'ZNF831', 'CHL1', 'MUC5B', 'HSPA6', 'PAN3', 'ENPEP', 'CHD5', 'PIK3CA', 'GLI2', 'LRP1B', 'NAV2', 'SLIT3', 'ABCB5', 'DSG3', 'SIPA1L2', 'CACNA1H', 'EPHB1', 'TRHDE', 'SIM2', 'STAG2', 'HEATR5A', 'HOOK1', 'TDRD6', 'PRSS16', 'NLRP5', 'LRRC55', 'ITPR3', 'HMCN1', 'SPAM1', 'CALN1', 'CCDC114', 'COL22A1', 'HNF4A', 'SIGLEC8', 'BRAF', 'TMTC1', 'PLEKHG4B', 'FLNA', 'FLNC', 'KIAA1210', 'HEATR7B2'])
NMUR2	set(['LRP2', 'TPTE2', 'CCDC108', 'ADAMTS12', 'CDC42BPB', 'ZC3H12B'])
PCSK6	set(['BPTF', 'SLC6A3', 'MYH9', 'DMD', 'COL11A2', 'AFM', 'SYNE1', 'C7orf52', 'SCN9A', 'ST14', 'PLCB3', 'CNTNAP5', 'ADAMTS16', 'SPTBN5', 'PIK3CG', 'SPEN', 'USH2A', 'CABIN1', 'GRHL3', 'CACNA1A', 'MAP3K1', 'RB1', 'ECT2L', 'NIPBL', 'ITGA8', 'PIK3R1', 'DKC1', 'DISP1', 'ECEL1', 'SIPA1L2', 'DCHS1', 'RIMS2', 'MYT1', 'ERBB2', 'NPR1', 'CEP250', 'SLITRK2', 'WBSCR17', 'WNK2', 'ATP10B', 'UMOD', 'CCDC108', 'TDRD6', 'HERC1', 'C3', 'PLEC', 'PTCHD2', 'GMIP', 'ITPR3', 'PCDHA13', 'TESK1', 'XIRP2', 'NRK', 'SUPT6H', 'NBAS', 'DNAH8', 'PDE6B', 'MAP3K12', 'PTPRD', 'TLR6', 'KANK1', 'COL6A1', 'AHNAK2', 'ELMO1', 'KCNN2'])
FUT7	set(['EML2', 'SSPO'])
ANK1	set(['SLC6A3', 'DNAH10', 'HSPA6', 'COL11A2', 'ZCCHC14', 'ABP1', 'SBF1', 'PRPF8', 'L1CAM', 'DUSP27', 'CACNA1H', 'NCAN', 'PKD1L1', 'PKD1L2', 'CNGB1', 'PIK3CA', 'DCC', 'WHSC1L1', 'PIK3CG', 'DLGAP2', 'SRMS', 'PSD4', 'CD163L1', 'CACNA1S', 'DCHS1', 'C2orf55', 'MICALCL', 'DYSF', 'KIAA1244', 'WNK3', 'TRIML1', 'CRTAC1', 'SAMD9L', 'ASTL', 'FHOD3', 'IGHMBP2', 'KCNN2', 'ATP2B3', 'SIPA1L3', 'UBR4', 'ZAN', 'CALN1', 'INPP5D', 'COL7A1', 'STARD8', 'GPR116', 'LZTR1', 'CFTR', 'KCNV1', 'DLG5', 'ANKRD52', 'SMC1A', 'DOCK8', 'MACF1', 'MLL2', 'ST14', 'PUM1', 'CNTN6', 'MLL4', 'C12orf35', 'SLC9A4', 'PLXNB3', 'CHD5', 'CABIN1', 'PCDHB3', 'DACT1', 'USP43', 'LGSN', 'EPPK1', 'SKIV2L', 'NF1', 'ABCB4', 'PITPNM1', 'PRPF6', 'TRPM2', 'EPHB2', 'SDK1', 'MAP1B', 'PLCB3', 'C15orf2', 'TRRAP', 'HERC1', 'CUX2', 'HERC2', 'PLEC', 'COL4A2', 'SPEG', 'PTPN3', 'ITPR3', 'PCDHA12', 'PCDHGA1', 'XIRP2', 'ABCA13', 'ABCG4', 'ADAMTS3', 'OTOA', 'COL22A1', 'NWD1', 'GPR112', 'PDE6B', 'RHBDF2', 'WDFY3', 'HECW1', 'SLC22A2', 'VWF', 'FLNC', 'SCN7A', 'ZNF335', 'CCDC45', 'NEB', 'ZNF831', 'SHROOM2', 'EVPL', 'ZNF704', 'ITIH5', 'MYH2', 'TLL1', 'NLRP7', 'CEACAM16', 'NLRP2', 'CCDC108', 'MYH8', 'BCAR3', 'DUS3L', 'C7', 'DSG4', 'UGGT1', 'FGD5', 'TRIO', 'DOCK1', 'WBSCR17', 'ACACB', 'CELSR3', 'CELSR2', 'CELSR1', 'MAST2', 'AGAP3', 'PRTG', 'BCOR', 'PLXND1', 'SYNE2', 'LRP1', 'F5', 'TPTE2', 'PLXNA2', 'PKD1', 'MYO18B', 'COL1A2', 'DNHD1', 'EP400', 'MYT1', 'KIAA1210', 'PRKD3', 'OBSCN', 'ADCY1', 'ZNF318', 'NLRP12', 'EPB41L3', 'MSH6', 'CNTNAP2', 'ODZ3', 'ODZ1', 'DSCAM', 'SMARCA1', 'ZC3H12B', 'SPTBN4', 'SMARCA4', 'RB1CC1', 'UBASH3A', 'PCDHGA11', 'RB1', 'BRPF3', 'SLCO5A1', 'MED12', 'DUOX2', 'NFKBIL2', 'ABCB5', 'SP1', 'DISP1', 'ECEL1', 'FCRL2', 'TERT', 'ULK2', 'PLXNB2', 'LTBP2', 'HOOK2', 'BZRAP1', 'FBN2', 'CROCC', 'DNMT3L', 'CCDC114', 'PCNT', 'PAPPA', 'SCN5A', 'PTPRS', 'LRRK2', 'SRRM2', 'MAP3K12', 'ABCC9', 'GPR133', 'KANK1', 'COL6A1', 'PTCH1'])
ANK2	set(['KIAA1409', 'ITGA8', 'PDGFRA', 'DMD', 'DNAH11', 'EPX', 'INPP5D', 'FAM83H', 'PRSS16', 'HSPG2', 'ITGA4', 'ANO2', 'SCN9A', 'PRKDC', 'MSH6', 'COL24A1', 'TCHH', 'CNTNAP5', 'AKAP13', 'ARHGEF19', 'L1CAM', 'C7orf52', 'C12orf35', 'DOCK10', 'RERE', 'MYH3', 'NLRP7', 'KLF17', 'ITSN1', 'DOCK5', 'WHSC1L1', 'ZFP42', 'PCLO', 'TRIML1', 'SIPA1L3', 'KDM2B', 'DNMBP', 'ZFC3H1', 'SDK1', 'NEB', 'MAGEC2', 'C15orf2', 'DOCK4', 'CROCC', 'SALL4', 'HERC2', 'IGHMBP2', 'SCAF1', 'OBSCN', 'ADAMTS20', 'EVPL', 'PCDHA12', 'PCDHGA1', 'TESK1', 'BCAR3', 'SLC27A2', 'LRP2', 'PRIC285', 'FHOD3', 'SUPT6H', 'ADCY1', 'LYST', 'SRRM2', 'CACNA1F', 'MYLK', 'SPEN', 'WWC3', 'RHBDF2', 'UHRF1BP1', 'MAP3K15', 'COL6A1', 'FLNC', 'ZNF292'])
SPHKAP	set(['SSPO', 'FRYL', 'DNAH10', 'DNAH11', 'ZCCHC14', 'PTCHD2', 'PRPF6', 'CACNA1H', 'PKD1L1', 'PKD1L2', 'CACNA1D', 'PIK3CG', 'SEMG1', 'ESPL1', 'RELN', 'PRX', 'MYT1', 'ZMYM3', 'CASZ1', 'TRHDE', 'SP1', 'IGHMBP2', 'GMIP', 'ADAMTS20', 'ATP2B3', 'ZAN', 'CALN1', 'ADCY1', 'MYLK', 'SPEN', 'GPR116', 'MYO15A', 'KIAA1409', 'DOCK8', 'NOS1', 'ANO5', 'DUOX2', 'ITGA4', 'ANO2', 'DOCK5', 'EP400', 'C12orf35', 'ZNF599', 'SHPRH', 'FLG', 'LRRK2', 'PCDHB3', 'AHNAK', 'TRPM2', 'SMC1A', 'SDK1', 'MYH3', 'DSP', 'PLEC', 'TRRAP', 'EVPL', 'HMCN1', 'PCDHA13', 'SH3TC1', 'COL22A1', 'HNF4A', 'PCDH17', 'ASPM', 'SCN5A', 'ITGAD', 'ZNF292', 'MYOM3', 'SACS', 'ADAMTS16', 'MUC5B', 'GABRA1', 'FLT3', 'HYDIN', 'ENPEP', 'NLRP7', 'CIITA', 'C3', 'C7', 'DNHD1', 'KIF21B', 'SCN11A', 'TRIO', 'HSPG2', 'RIMBP2', 'SLC13A3', 'CELSR3', 'CELSR1', 'MXRA5', 'DOCK4', 'IGF2BP1', 'SYNE1', 'TMEM2', 'CYP4F22', 'FHOD3', 'KIF1B', 'TAF1L', 'ABCA4', 'ZBTB20(D),LSAMP(D)', 'C2orf55', 'SVIL', 'LAMA1', 'BIRC6', 'KIAA0649', 'CNTNAP2', 'CNTNAP5', 'SMARCA1', 'FRRS1', 'DGKZ', 'ARAP3', 'ATP13A2', 'RB1', 'MED12', 'SLIT3', 'ABCB5', 'WNK3', 'ABCC8', 'RERE', 'CEP250', 'PPEF2', 'ATP10B', 'HOOK1', 'CROCC', 'PCNT', 'CLTCL1', 'PCDHA2', 'PTPRT', 'PTPRS', 'LILRB1', 'BBS1', 'PCDHA8', 'NOTCH2', 'GRIN2A', 'DOCK1', 'C9orf150', 'MGAM', 'HEATR7B2'])
MAP3K15	set(['KIAA1409', 'ITGA8', 'HEPH', 'AKAP13', 'SUPT6H', 'NOS1', 'BIRC6', 'L1CAM', 'MSH6', 'PRKDC', 'SPTA1', 'COL24A1', 'CNTNAP5', 'CACNA1F', 'CNTN4', 'C7orf52', 'C12orf35', 'DOCK10', 'RERE', 'NLRP7', 'LGSN', 'EPX', 'GRHL3', 'WWC3', 'CHD8', 'SLCO6A1', 'STARD8', 'RHBDF2', 'RB1', 'PCLO', 'CACNA1S', 'DNMBP', 'EPHB2', 'SDK1', 'PLCB2', 'PLCB3', 'ARHGEF19', 'KIDINS220', 'PRSS16', 'KEL', 'IGHMBP2', 'DOCK4', 'KPRP', 'ADAMTS20', 'TP53', 'PCDHA12', 'CEACAM16', 'BCAR3', 'LRP2', 'OBSCN', 'FHOD3', 'INPP5D', 'ADCY1', 'EVPL', 'SRRM2', 'MYLK', 'NOTCH3', 'SPEN', 'NLRP2', 'ANK2', 'HERC2', 'ITGAM', 'POM121L12', 'PIK3CA', 'COL6A1', 'ZNF292'])
C9orf150	set(['SLC6A3', 'ZBTB20(D),LSAMP(D)', 'FRYL', 'DNAH10', 'DNAH11', 'ZDBF2', 'PTCHD2', 'CACNA1H', 'PKD1L1', 'ADAMTS3', 'NALCN', 'ESPL1', 'RELN', 'CACNA1S', 'PRX', 'MYT1', 'MICALCL', 'CASZ1', 'WNK3', 'IGHMBP2', 'GMIP', 'ADAMTS20', 'ATP2B3', 'ZAN', 'ADCY1', 'MYLK', 'STARD8', 'GPR116', 'MYO15A', 'KIAA1409', 'DOCK8', 'ANO5', 'HSPG2', 'DOCK4', 'EP400', 'CHL1', 'C12orf35', 'TAF1L', 'SHPRH', 'PLXNB2', 'LRRK2', 'PCDHB3', 'AHNAK', 'GUCY1A3', 'TRPM2', 'SMC1A', 'SDK1', 'DSP', 'PLEC', 'TRRAP', 'EVPL', 'ABCG4', 'COL22A1', 'PCDH17', 'SCN5A', 'ZNF292', 'MUC5B', 'GABRA1', 'ENPEP', 'SSPO', 'CIITA', 'C7', 'DNHD1', 'KIF21B', 'LAMA1', 'TRIO', 'DOCK1', 'RIMBP2', 'SLC13A3', 'PPEF2', 'MXRA5', 'ANO2', 'IGF2BP1', 'SYNE1', 'TMEM2', 'FHOD3', 'KIF1B', 'TPTE2', 'SPAG17', 'COL1A2', 'C2orf55', 'SVIL', 'SCN9A', 'KIAA0649', 'CNTNAP5', 'NLRP12', 'SMARCA1', 'DGKZ', 'ARAP3', 'KIF4B', 'MED12', 'SLIT3', 'RERE', 'CELSR3', 'ATP10B', 'HOOK1', 'CROCC', 'PCNT', 'PCDHA2', 'PTPRS', 'PCDHA8', 'NOTCH2', 'SPHKAP', 'ABCC8', 'HEATR7B2'])
