Gene	Entries
GUCY1A3	set(['SLC6A3', 'ZDBF2', 'PDGFRA', 'DNAH11', 'USH2A', 'EPHA8', 'EGFR', 'GABRA1', 'APOB', 'NALCN', 'UBE3C', 'SLCO6A1', 'KIF4B', 'EPPK1', 'LRP2', 'PCLO', 'RELN', 'C3', 'CD163L1', 'TRPM2', 'UGGT1', 'ULK2', 'SDK1', 'GMIP', 'SYNE1', 'SPAM1', 'DNAH2', 'TPTE2', 'COL14A1', 'FAT2', 'STARD8', 'COL1A2', 'C9orf150', 'PTPRH'])
SKIV2L	set(['MDN1', 'TGM2', 'TGM3', 'DNAH10', 'DNAH11', 'COL11A2', 'HUWE1', 'ABP1', 'SBF1', 'LRFN5', 'PRPF6', 'CACNA1H', 'NCAN', 'PKD1L1', 'PKD1L2', 'C12orf51', 'PIK3CA', 'SLCO6A1', 'DEAF1', 'DCC', 'WHSC1L1', 'PIK3CG', 'DLGAP2', 'ESPL1', 'RELN', 'PLXND1', 'CACNA1S', 'MYT1', 'ZMYM3', 'SLITRK2', 'CASZ1', 'DYSF', 'KIAA1244', 'ARHGEF19', 'ABCB4', 'BZRAP1', 'PAPPA', 'KEL', 'IGHMBP2', 'ATP2B3', 'TESK1', 'UBR4', 'ZAN', 'ZNF831', 'CALN1', 'SIPA1L2', 'COL7A1', 'PTPN11', 'SPEN', 'FAT2', 'SPEG', 'LZTR1', 'CFTR', 'GON4L', 'DOCK8', 'RFX6', 'USH2A', 'RRP1B', 'HSPG2', 'MLL2', 'ST14', 'PLCB3', 'EP400', 'ARHGAP9', 'DPPA4', 'MLL4', 'C12orf35', 'ZNF599', 'ASTL', 'FLG', 'PLXNB3', 'CHD5', 'CABIN1', 'PCDHB3', 'AHNAK', 'USP43', 'EPPK1', 'TIAM2', 'SRMS', 'COL1A2', 'TNS1', 'CARD11', 'EPHB2', 'MAP1B', 'NACA', 'ZNF536', 'TRRAP', 'CUX2', 'HERC2', 'PLEC', 'COL4A2', 'PKHD1', 'PTPN3', 'ITPR3', 'HMCN1', 'PCDHGA1', 'C21orf58', 'BCAR3', 'DNAH2', 'ABCA13', 'ABCG4', 'ADAMTS3', 'DNAH5', 'OTOA', 'DNAH8', 'COL22A1', 'NWD1', 'KIF1B', 'PDE6B', 'WDFY3', 'HECW1', 'SLC22A2', 'FLNA', 'VWF', 'SCN5A', 'MYOM3', 'MYH11', 'MSH6', 'EPHA7', 'CCDC45', 'NEB', 'ZFHX3', 'ACSM4', 'SPTA1', 'SHROOM2', 'ATR', 'AKAP13', 'EVPL', 'ITIH5', 'PCDHA12', 'HYDIN', 'TLL1', 'NLRP7', 'SP1', 'MYH8', 'MYH9', 'C7', 'DSG4', 'UGGT1', 'TRIO', 'DOCK1', 'WBSCR17', 'ACACB', 'SLC13A3', 'CELSR3', 'CELSR2', 'CELSR1', 'PCDHA1', 'SALL4', 'MAST2', 'AGAP3', 'SCAF1', 'SYNE2', 'PTPRT', 'TJP3', 'FHOD3', 'RASGRF1', 'LRP4', 'PKD1', 'MEGF8', 'SPAG17', 'ABCA4', 'PITPNM1', 'C2orf55', 'SH3TC1', 'PRKD3', 'ADCY1', 'SVIL', 'ZNF318', 'USP6', 'C8B', 'CNTNAP2', 'ODZ3', 'ODZ1', 'DSCAM', 'SMARCA1', 'RB1CC1', 'FRRS1', 'SMARCA4', 'UBASH3A', 'SIM2', 'SPTBN4', 'DDX11', 'PLEKHG4B', 'PCDHGA11', 'BRPF3', 'SLCO5A1', 'NIPBL', 'ACRC', 'SLIT3', 'NFKBIL2', 'PRTG', 'TRIML1', 'RPGRIP1L', 'SIPA1L3', 'TERT', 'N4BP3', 'PDZD2', 'ULK2', 'HOOK2', 'ATP10B', 'FBN2', 'CROCC', 'TMPRSS6', 'KIDINS220', 'PCNT', 'APOB', 'PCDHA2', 'FLNC', 'PTPRS', 'PCDHA8', 'SRRM2', 'COL14A1', 'PCDH7', 'ANK1', 'MAP3K12', 'PTPRD', 'BCL9', 'BRAF', 'KANK1', 'COL6A1', 'PTCH1', 'PKDREJ', 'PTCHD2'])
PVRL4	set(['SLC6A3', 'ZBTB20(D),LSAMP(D)', 'ITGAX', 'AMPD1', 'ANO2', 'SCN9A', 'ZNF831', 'PLCG2', 'CNTN4', 'MLL4', 'TMEM132D', 'ENPEP', 'SIM1', 'LGSN', 'PKD1L1', 'RB1', 'SLC12A5', 'PIK3R1', 'COL1A2', 'SIPA1L2', 'ZAN', 'MYH3', 'PPEF2', 'KDSR', 'ATP2B3', 'CACNA2D1', 'COL6A3', 'LRP2', 'DNAH3', 'CALN1', 'DNAH5', 'NWD1', 'ABCC8', 'MYO15A', 'LZTR1', 'HEATR7B2'])
PIK3R1	set(['ANKRD52', 'BPTF', 'DMD', 'AFM', 'CDH18', 'PCSK6', 'FTMT', 'CACNA1E', 'MYO18B', 'PUM1', 'CNTNAP5', 'CNTN4', 'C7orf52', 'ZC3H12B', 'SHPRH', 'NLGN4X', 'LRRK2', 'PREX1', 'CCDC108', 'MGAM', 'EPHB2', 'RHBDF2', 'ECT2L', 'SLC12A5', 'PVRL4', 'KRT23', 'DISP1', 'ZFC3H1', 'TRPM3', 'DCHS1', 'PCDH11Y', 'LAMA3', 'WNK3', 'CEP250', 'PPEF2', 'KIDINS220', 'TMPRSS6', 'HOMER1', 'KCNN2', 'GMIP', 'C21orf58', 'TESK1', 'ZAN', 'TJP3', 'SAMD9L', 'ABCA13', 'LRBA', 'ERBB2', 'NALCN', 'CFTR', 'FAT2', 'MAP3K12', 'ABCC8', 'DKC1', 'COL6A1', 'LZTR1', 'PKDREJ', 'CREBBP'])
CARD11	set(['SSPO', 'TGM2', 'USH2A', 'HUWE1', 'PCDHGB3', 'ASTL', 'DEAF1', 'ESPL1', 'RELN', 'CACNA1S', 'ZMYM3', 'SLITRK2', 'CASZ1', 'TRHDE', 'ARHGEF19', 'DOCK11', 'TESK1', 'CALN1', 'ADCY1', 'ALS2CR11', 'RFX6', 'MST1R', 'SPEN', 'FAT2', 'PTPN11', 'DOCK8', 'RRP1B', 'ANO5', 'ST14', 'DPPA4', 'C12orf35', 'ZNF599', 'PKDREJ', 'XDH', 'TPTE', 'TIAM2', 'SKIV2L', 'SCNN1B', 'GRM6', 'GRIN2A', 'DCHS1', 'MAP1B', 'NACA', 'TRRAP', 'EVPL', 'HMCN1', 'C21orf58', 'DNAH2', 'TNS1', 'OTOA', 'GPR179', 'WDFY3', 'PDZD2', 'FLNA', 'FLNC', 'DSCAML1', 'MYOM3', 'MYH11', 'MSH6', 'EPHA7', 'CACNA1D', 'ZFHX3', 'SHROOM2', 'ATR', 'AKAP13', 'KCNA4', 'GABRA6', 'FLT3', 'ZNF536', 'MYH9', 'DUS3L', 'KDR', 'LAMA1', 'CEP250', 'CELSR2', 'SALL4', 'PTCHD2', 'SYNE2', 'SLC27A2', 'TJP3', 'KIF1B', 'SPAG17', 'ABCA4', 'COL1A2', 'RIMS2', 'PRKD3', 'SCAF1', 'ZNF318', 'EGFR', 'USP6', 'C8B', 'FAM83H', 'ODZ1', 'DSCAM', 'ZC3H12B', 'SPTBN4', 'SMARCA4', 'SIM2', 'DDX11', 'PLEKHG4B', 'PCDHA2', 'SLCO5A1', 'NIPBL', 'ZFP42', 'SLIT3', 'ABCB4', 'RPGRIP1L', 'SIPA1L2', 'N4BP3', 'ULK2', 'ATP10B', 'FAF1(D)', 'KIDINS220', 'NRK', 'PCDHA1', 'LRP4', 'PCDHA8', 'SRRM2', 'COL14A1', 'ACRC', 'PTPRD', 'BCL9', 'ABCC9', 'AHNAK2', 'AHNAK', 'PRTG'])
SMC1A	set(['SLC4A11', 'ZBTB20(D),LSAMP(D)', 'TGM3', 'COL11A2', 'ZNF318', 'ABP1', 'EPB41L3', 'ANO2', 'ZNF831', 'PLCG2', 'CNTNAP5', 'AKAP13', 'ADAMTS16', 'TMEM132D', 'TERT', 'PCDHA8', 'APOB', 'PKD1L1', 'CABIN1', 'PKD1', 'AFF2', 'SLC12A5', 'SLCO5A1', 'ZFP42', 'CD163L1', 'TRIML1', 'DUS3L', 'RPGRIP1L', 'CACNA1S', 'PRX', 'TRPM2', 'RELN', 'SDK1', 'DPP10', 'WBSCR17', 'IL4R', 'DYSF', 'FBN2', 'DKC1', 'ENPP2', 'TDRD6', 'ZNF208', 'MAST2', 'PTPRT', 'LRRIQ1', 'SYNE1', 'SETD2', 'LRRK1', 'DNAH2', 'PCDHA1', 'RASGRF1', 'DNAH8', 'GPR112', 'ANK1', 'SPHKAP', 'TLR6', 'C9orf150', 'GPR116', 'SCN5A', 'ELMO1', 'HEATR7B2'])
KLHL34	set(['PCDH11X', 'PLXNB2', 'SEMA3C', 'USP43', 'CC2D1A', 'SUSD3', 'ABCB5', 'MUC5B', 'DUSP27'])
NACA	set(['MDN1', 'TGM2', 'COL11A2', 'HUWE1', 'PTCHD2', 'ASTL', 'USH2A', 'PKD1L2', 'PALM2-AKAP2', 'DEAF1', 'CACNA1E', 'PIK3CG', 'ESPL1', 'RELN', 'CACNA1S', 'ZMYM3', 'SLITRK2', 'CASZ1', 'ARHGEF19', 'ENPP2', 'ZNF208', 'RPGRIP1L', 'TESK1', 'ADCY1', 'RFX6', 'SPEN', 'FAT2', 'POM121L12', 'ATP8B4', 'GPR116', 'PTPN11', 'DOCK8', 'RRP1B', 'ANO5', 'MLL2', 'ST14', 'DPPA4', 'C12orf35', 'ZNF599', 'FLG', 'PKDREJ', 'USP43', 'TIAM2', 'SKIV2L', 'GRM8', 'TNS1', 'ATP10B', 'ANGPT4', 'MAP1B', 'NLRP7', 'TRRAP', 'EVPL', 'C21orf58', 'XIRP2', 'PRIC285', 'OTOA', 'RHBDF2', 'WDFY3', 'PDZD2', 'GPR98', 'FLNA', 'STXBP5L', 'MYOM3', 'MYH11', 'MSH6', 'EPHA7', 'KIAA1462', 'ZFHX3', 'BCLAF1', 'SHROOM2', 'ATR', 'AKAP13', 'GABRA6', 'ITIH5', 'ZNF536', 'ASPM', 'MYH9', 'KDR', 'FLNC', 'DSG3', 'RIMS2', 'UGGT1', 'CELSR2', 'AGAP3', 'SALL4', 'PCDHA1', 'SCAF1', 'SYNE2', 'SLC27A2', 'TJP3', 'NUP210L', 'KIF1B', 'SPAG17', 'ABCA4', 'DNHD1', 'KIAA1211', 'PRKD3', 'RBMS3', 'ZNF318', 'USP6', 'C8B', 'ODZ1', 'DSCAM', 'TRPA1', 'SPTBN4', 'SMARCA4', 'SIM2', 'DDX11', 'PLEKHG4B', 'SLCO5A1', 'NIPBL', 'GRIN2A', 'SLIT3', 'HOMER1', 'LRRIQ1', 'SIPA1L2', 'POTEB', 'N4BP3', 'ULK2', 'CARD11', 'KIDINS220', 'EPHA10', 'PCDHA2', 'PTPRT', 'MYH7B', 'LRP4', 'PCDHA8', 'SRRM2', 'COL14A1', 'NOTCH3', 'ACRC', 'PTPRD', 'BCL9', 'AHNAK', 'PRTG'])
IL4R	set(['KIAA1409', 'SSPO', 'DMD', 'SCN7A', 'DNAH8', 'CCDC45', 'PLCB2', 'ANO2', 'SCN9A', 'SMARCA1', 'PLCG2', 'CNTNAP2', 'GON4L', 'FBN1', 'EVPL', 'CHL1', 'TRPA1', 'PRDM9', 'HMCN1', 'PKHD1L1', 'SIM1', 'KLF17', 'PKD1L1', 'CABIN1', 'MAP1B', 'UBE3C', 'AHNAK', 'PKD1', 'SYNE1', 'GPR112', 'SLC12A5', 'TIAM2', 'NAV2', 'OBSL1', 'LRRIQ1', 'NBAS', 'PRX', 'TDRD6', 'SMC1A', 'DNAH2', 'DPP10', 'EPHB1', 'AIM1', 'ENPP2', 'NLRP7', 'ZBTB20(D),LSAMP(D)', 'ELMO1', 'SRMS', 'IGF2BP1', 'APOB', 'ATP2B3', 'PRKDC', 'ZPBP', 'BCAR3', 'SLC27A2', 'KCNH5', 'SPTA1', 'PCDHA1', 'PRPF8', 'RFX6', 'ZFP42', 'SPAG17', 'SPEN', 'ITSN1', 'GRIN2A', 'SIGLEC8', 'DKC1', 'AHNAK2', 'VWF', 'KIAA1210', 'PCDHA8', 'ACVR2A', 'HEATR7B2'])
TLL1	set(['DNAH10', 'DNAH11', 'USH2A', 'ZCCHC14', 'ABP1', 'SBF1', 'PRPF6', 'CACNA1H', 'NCAN', 'PKD1L1', 'ADAMTS3', 'PIK3CA', 'EPX', 'DCC', 'WHSC1L1', 'PIK3CG', 'DLGAP2', 'SKIV2L', 'PSD4', 'PLXND1', 'CACNA1S', 'MIR4710,INF2,ADSSL1,SIVA1,AKT1,ZBTB42(A)', 'C2orf55', 'DYSF', 'KIAA1244', 'KRT23', 'ABCB4', 'BZRAP1', 'PAPPA', 'KEL', 'IGHMBP2', 'ECEL1', 'ATP2B3', 'UBR4', 'ZAN', 'CALN1', 'ADCY1', 'FAT2', 'SPEG', 'LZTR1', 'GPR112', 'DCHS1', 'DOCK8', 'DOCK1', 'MLL2', 'ST14', 'EP400', 'SP1', 'MLL4', 'C12orf35', 'PLXNB3', 'CHD5', 'CABIN1', 'PCDHB3', 'ITIH5', 'USP43', 'EPPK1', 'SRMS', 'GRM8', 'NF1', 'SAMD9', 'EPHB2', 'MAP1B', 'PLCB3', 'STAG2', 'PTCH1', 'NLRP7', 'DSP', 'CUX2', 'HERC2', 'PLEC', 'COL4A2', 'PTPN3', 'ITPR3', 'PCDHA12', 'PCDHGA1', 'BCAR3', 'DNAH2', 'ABCA13', 'ABCG4', 'PKD1L2', 'DNAH5', 'COL22A1', 'NWD1', 'CFTR', 'PDE6B', 'HECW1', 'SLC22A2', 'VWF', 'SCN5A', 'SLCO6A1', 'MDN1', 'ZNF335', 'CCDC45', 'NEB', 'ZNF831', 'SHROOM2', 'ATR', 'GABRA1', 'HYDIN', 'ZNF536', 'OBSL1', 'DNAH1', 'DNMBP', 'UGGT1', 'SCN11A', 'TRIO', 'HSPG2', 'WBSCR17', 'ACACB', 'CELSR3', 'CELSR1', 'MAST2', 'AGAP3', 'SYNE1', 'SYNE2', 'FHOD3', 'NUP210L', 'C7', 'PKD1', 'CNTNAP2', 'COL1A2', 'MYT1', 'KIAA1210', 'ZNF318', 'COL11A2', 'SCN9A', 'PLCG2', 'MEGF8', 'FAM83H', 'ODZ3', 'ODZ1', 'SMARCA1', 'RB1CC1', 'SPTBN4', 'SMARCA4', 'UBASH3A', 'PCDHGA11', 'BRPF3', 'SLIT3', 'NFKBIL2', 'TRIML1', 'TG', 'SIPA1L3', 'TERT', 'ULK2', 'NOS1', 'HOOK2', 'FBN2', 'CROCC', 'TMPRSS6', 'PCNT', 'PTPRN2', 'COL7A1', 'FLNC', 'PTPRS', 'SRRM2', 'ANK1', 'MAP3K12', 'SRGAP1', 'KANK1', 'COL6A1', 'AHNAK2', 'COL6A3', 'PPP1R3A', 'PTPRH'])
STAG2	set(['ZDBF2', 'POTEB', 'RBMS3', 'KCNC2', 'ZCCHC14', 'BIRC6', 'DUOX2', 'ABP1', 'MYO1B', 'ANO2', 'AOX1', 'PLCG2', 'NLRP11', 'GON4L', 'LRFN5', 'SYNE1', 'CHL1', 'NLRP12', 'RB1CC1', 'TAF1L', 'FLT3', 'LAMA5', 'CACNA1H', 'PLXNB3', 'ZNF536', 'SPTBN4', 'CHD5', 'PKD1L2', 'FAM47A', 'MYH9', 'ACSM4', 'USP43', 'DOCK11', 'LRP1B', 'SRMS', 'SCNN1B', 'OBSL1', 'PSD4', 'ECEL1', 'KCNA4', 'C7', 'CARD6', 'KDR', 'ITGAM', 'ULK2', 'MYH2', 'DPP10', 'HUWE1', 'CELSR1', 'CASZ1', 'TRHDE', 'DNAH3', 'LRP1B(D)', 'EGFR', 'ATP10B', 'PPEF2', 'ZNF208', 'PRSS16', 'MAGEB1', 'UGT2A1', 'ODZ1', 'PLB1', 'IGF2BP1', 'ITPR3', 'PPP1R3A', 'UBR4', 'DBH', 'CALN1', 'NUP210L', 'F8', 'ITGAD', 'PKD1', 'STXBP5L', 'SIM2', 'PITPNM1', 'ABCC9', 'POM121L12', 'ATR', 'PAN3', 'TLL1', 'KIAA1211', 'CREBBP', 'COL4A2'])
C15orf2	set(['AOX1', 'PDGFRA', 'ZNF335', 'BIRC6', 'DUOX2', 'NEB', 'MSH6', 'DOCK5', 'SPTA1', 'ALS2CR11', 'CNTNAP2', 'EP400', 'EVPL', 'MYH7B', 'DACT1', 'ASTL', 'PKD1L1', 'LRRK2', 'NLRP2', 'ITSN1', 'CHD8', 'GRM8', 'MAP3K1', 'LGSN', 'FRYL', 'ZFP42', 'ESPL1', 'RELN', 'GAK', 'SIPA1L3', 'ITGA4', 'N4BP3', 'ABCC9', 'FGD5', 'NOS3', 'GPR133', 'HEATR5A', 'ANK1', 'MXRA5', 'TG', 'TP53', 'SYNE2', 'FCRL2', 'XIRP2', 'SLC27A2', 'LRP2', 'ECEL1', 'PTPRT', 'PTPRS', 'PKD1L2', 'DNAH5', 'OTOA', 'CCDC114', 'DNAH9', 'TAF1L', 'PTEN', 'ANK2', 'CASKIN2', 'DSG4', 'SLC22A2', 'DKC1', 'AHNAK2', 'EGFR', 'KIAA1210', 'PRDM9'])
GRIP1	set(['ARID2(D)', 'SUPT6H', 'ZCCHC14', 'CALCR', 'CACNA1F', 'PRSS16', 'GLI2', 'AGAP3', 'CDK4(A)', 'MYO15A', 'AKAP13'])
PLEC	set(['SSPO', 'FRYL', 'DNAH10', 'DNAH11', 'COL11A2', 'SCN7A', 'ADAMTS3', 'PCSK6', 'SBF1', 'USP43', 'SYNE2', 'PRPF6', 'CACNA1H', 'RERE', 'NCAN', 'PKD1L1', 'PKD1L2', 'C12orf51', 'SLCO6A1', 'DCC', 'WHSC1L1', 'PIK3CG', 'DLGAP2', 'SRMS', 'ESPL1', 'RELN', 'WNK3', 'SLIT3', 'CACNA1S', 'PRX', 'MYT1', 'NPR1', 'DPP10', 'CASZ1', 'DYSF', 'KIAA1244', 'KIF2B', 'SP1', 'ABCB4', 'BZRAP1', 'TDRD6', 'PAPPA', 'KEL', 'IGHMBP2', 'KCNN2', 'GMIP', 'ADAMTS20', 'ATP2B3', 'UBR4', 'ZAN', 'PCDHGB3', 'CALN1', 'COL7A1', 'ALS2CR11', 'MYLK', 'SPEN', 'PKHD1', 'MYO15A', 'LZTR1', 'CFTR', 'ADCY1', 'ITGA8', 'PTPRN2', 'DOCK8', 'DMD', 'ANO5', 'HSPG2', 'ANO2', 'MLL3', 'MLL2', 'ST14', 'EP400', 'MLL4', 'C12orf35', 'SHPRH', 'PLXNB3', 'CHD5', 'CABIN1', 'PREX1', 'PCDHB3', 'ITIH5', 'AHNAK', 'ABP1', 'EPPK1', 'KIF21B', 'SKIV2L', 'PCLO', 'GPR116', 'PPP1R9A', 'ENPP2', 'EPHB2', 'MAP1B', 'PLCB3', 'ENPEP', 'DSP', 'ELTD1', 'CUX2', 'HERC2', 'COL4A2', 'SPEG', 'PTPN3', 'EVPL', 'PCDHA12', 'PCDHGA1', 'BCAR3', 'ITGAX', 'ABCA13', 'ABCG4', 'LRBA', 'DNAH5', 'COL22A1', 'NWD1', 'OTOF', 'PDE6B', 'PCDH17', 'SLC22A2', 'CIITA', 'TRRAP', 'VWF', 'FLNC', 'ZNF292', 'MDN1', 'KIAA1409', 'CCDC45', 'NEB', 'KIAA1462', 'HOOK1', 'SPTA1', 'SHROOM2', 'ITPR3', 'MUC5B', 'GABRA1', 'HMCN1', 'HYDIN', 'NLRP5', 'TLL1', 'NLRP7', 'PCDHA13', 'ASPM', 'C7', 'DSG4', 'UGGT1', 'LAMA1', 'TRIO', 'DOCK1', 'RIMBP2', 'ACACB', 'SLC13A3', 'PPEF2', 'CELSR1', 'COL5A3', 'MAST2', 'AGAP3', 'MXRA5', 'DOCK4', 'PLXND1', 'IGF2BP1', 'TMEM2', 'FOXRED1', 'FHOD3', 'KIF1B', 'PLCG2', 'PKD1', 'TAF1L', 'COL1A2', 'DNHD1', 'HTR3A', 'C2orf55', 'OBSCN', 'SVIL', 'ZNF318', 'KIAA0649', 'MEGF8', 'ODZ3', 'ODZ1', 'SMARCA1', 'RB1CC1', 'SPTBN4', 'SMARCA4', 'UBASH3A', 'SIM2', 'ARAP3', 'WBSCR17', 'PCDHGA11', 'RB1', 'LRRK2', 'BRPF3', 'MED12', 'SPHKAP', 'GAK', 'NFKBIL2', 'TRIML1', 'SIPA1L3', 'TERT', 'HECW1', 'ULK2', 'DGKZ', 'HOOK2', 'CELSR3', 'ATP10B', 'C9orf150', 'FBN2', 'CROCC', 'PCNT', 'PCDHA2', 'SCN5A', 'PTPRS', 'PCDHA7', 'SALL4', 'ZNF831', 'PCDHA8', 'SRRM2', 'NOTCH2', 'ANK1', 'MAP3K12', 'GRIN2A', 'ABCC8', 'KANK1', 'COL6A1', 'PTCH1', 'PTCHD2'])
DNMT3L	set(['SSPO', 'AHNAK', 'F13A1', 'ANK1', 'MED12', 'DIP2C,C10orf108,LARP4B,GTPBP4,IDI2,IDI2-AS1,IDI1,WDR37,LINC00200,ADARB2,ADARB2-AS1,LOC282980,LOC399708(D)', 'SAMSN1,LOC388813,NRIP1,USP25,LINC00478,MIR99A,MIRLET7C,MIR125B2,C21orf37,CXADR,BTG3,C21orf91-OT1,C21orf91,CHODL-AS1,CHODL,TMPRSS15(A)', 'CLTCL1', 'GPR116', 'SCN5A'])
TMPRSS15	set(['EPHA8', 'MX2', 'UGT2A1', 'MLL3', 'MEGF8', 'PKHD1L1', 'PLXNB2', 'CEACAM16', 'GRHL3', 'LRP1B', 'GLI2', 'NIPBL', 'PCLO', 'RERE', 'TMTC1', 'ITGA4', 'TDRD6', 'ELTD1', 'PCDHA1', 'KPRP', 'LAMC3', 'SETD2', 'C21orf58', 'KEL', 'MYH7B', 'COL14A1', 'PDE6B', 'FAT2', 'GRIN2A', 'TLR6', 'ABCC9', 'POM121L12', 'GPR112'])
EVPL	set(['SSPO', 'TGM2', 'FRYL', 'DNAH10', 'EPX', 'CHD8', 'HUWE1', 'PCDHGB3', 'AADACL4', 'SYNE2', 'CACNA1H', 'ANO2', 'RERE', 'ASTL', 'PKD1L1', 'PPP1R3A', 'ITSN1', 'PIK3CA', 'L1CAM', 'DEAF1', 'NIPBL', 'CACNA1F', 'SLC12A5', 'ESPL1', 'RELN', 'DOCK10', 'CACNA1S', 'C2orf55', 'ZMYM3', 'SLITRK2', 'CASZ1', 'ARHGEF19', 'TDRD6', 'FHDC1', 'IGHMBP2', 'KCNN2', 'GMIP', 'ADAMTS20', 'ATP2B3', 'TESK1', 'ZAN', 'SBF1', 'INPP5D', 'ADCY1', 'RFX6', 'MYLK', 'SPEN', 'FAT2', 'KDM5D', 'GPR116', 'PTPN11', 'ITGA8', 'DOCK8', 'CCDC60', 'RRP1B', 'ANO5', 'HSPG2', 'ABCC8', 'DOCK4', 'ST14', 'EP400', 'DPPA4', 'C12orf35', 'ZNF599', 'SHPRH', 'PKHD1L1', 'CHD5', 'LRRK2', 'PCDHB3', 'UBE3C', 'AHNAK', 'TIAM2', 'SKIV2L', 'PCLO', 'TNS1', 'CARD11', 'SDK1', 'MAP1B', 'NACA', 'IL4R', 'MC3R', 'ZNF536', 'DSP', 'C15orf2', 'HERC2', 'PLEC', 'CASKIN2', 'HMCN1', 'C21orf58', 'BCAR3', 'KCNH5', 'TP53', 'OTOA', 'DNAH8', 'COL22A1', 'WWC3', 'RHBDF2', 'WDFY3', 'PDZD2', 'TRRAP', 'FLNA', 'FLNC', 'PRDM9', 'ZNF292', 'MYOM3', 'MYH11', 'SPAG17', 'MSH6', 'PKDREJ', 'EPHA7', 'ZFHX3', 'PRKDC', 'SPTA1', 'SHROOM2', 'ATR', 'AKAP13', 'SACS', 'MUC5B', 'DACT1', 'PCDHA12', 'ENPEP', 'NLRP7', 'GABRA1', 'NLRP2', 'CIITA', 'MYH9', 'DNMBP', 'DNHD1', 'KIF21B', 'LAMA1', 'TRIO', 'DOCK1', 'WBSCR17', 'SLC13A3', 'CELSR3', 'CELSR2', 'TPR', 'SALL4', 'PCDHA1', 'MXRA5', 'PRTG', 'IGF2BP1', 'SUPT6H', 'TMEM2', 'LRP2', 'TJP3', 'FHOD3', 'F5', 'KIF1B', 'C7', 'CCDC114', 'C8B', 'TAF1L', 'ABCA4', 'KIDINS220', 'MYT1', 'KIAA1210', 'PRKD3', 'OBSCN', 'RPGRIP1L', 'SVIL', 'SCAF1', 'ZNF318', 'USP6', 'KIAA0649', 'MEGF8', 'CNTNAP2', 'CNTNAP5', 'ODZ1', 'SMARCA1', 'C7orf52', 'DSCAM', 'SPTBN4', 'SMARCA4', 'DGKZ', 'SIM2', 'ARAP3', 'RIMBP2', 'MYO18B', 'DDX11', 'PLEKHG4B', 'NEFH', 'SLCO5A1', 'MED12', 'SPHKAP', 'SLIT3', 'WNK3', 'ECEL1', 'FCRL2', 'SIPA1L2', 'N4BP3', 'PCDH17', 'ULK2', 'PAN3', 'PPEF2', 'ATP10B', 'HOOK1', 'CROCC', 'PRSS16', 'ANK1', 'PCNT', 'COL24A1', 'TNN', 'PCDHA2', 'SCN5A', 'PTPRS', 'LRP4', 'PCDHA8', 'SRRM2', 'COL14A1', 'NOTCH2', 'ACRC', 'ANK2', 'PTPRD', 'BCL9', 'MAP3K15', 'GPR133', 'C9orf150', 'COL6A1', 'KIAA1409', 'STXBP5L', 'PTCHD2'])
KDSR	set(['COL1A2', 'PVRL4', 'HEATR7B2'])
